interval_start_timestamp,speaking_minutes
2021-05-03T00:00:00+00:00,777
2021-05-10T00:00:00+00:00,1473
2021-05-17T00:00:00+00:00,1111
2021-05-24T00:00:00+00:00,3078
2021-05-31T00:00:00+00:00,3153
