interval_start_timestamp,new_members,pct_retained
2021-05-03T00:00:00+00:00,887,32.58173618940248
2021-05-10T00:00:00+00:00,666,39.78978978978978
2021-05-17T00:00:00+00:00,457,29.321663019693656
2021-05-24T00:00:00+00:00,371
2021-05-31T00:00:00+00:00,526
