,id,voter,created,__typename,choice.3,choice.4,choice.5,choice.6,choice.7,proposal.id,proposal.space.id,choice.2,choice.1
87,0x5cf2b0deb6abbb775ddbc0461143a9b107263dd10a87c020c5b3fba266906d6b,0x0F1d41cc51e97DC9d0CAd80DC681777EED3675E3,1647631358,Vote,3.0,3.0,3.0,2.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
88,0x00611d92e8388529c75a28fd6a4f76269f345a9c8178f73780a7eb24999e5a2e,0x958c20A43F5206F186B0195cCB61Acb724b2EE1E,1647629059,Vote,5.0,2.0,5.0,5.0,5.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,4.0,
89,QmfYpuxfgPxAvRPzKNTqerhyq7yGroEevaip5BgBbjQtJA,0x74fa01a5D0ef8039f1E14F4d4C8f90e8602e07B4,1647627668,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,
90,0x00ac880b3b04da65dab1dac187d17f108631879ef61ec199f44e3858ed1a4718,0x952198e93051D8157DeC65A9EE3982ff741bF4a1,1647624931,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,1.0
91,0x885c6d2a3d8b3443c6905414ca228f7800673148935d39f108f10ebcd0439693,0x8C126eB5aDA6C61f5B48e9791d5D539576aF87Cb,1647616751,Vote,3.0,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
92,0x9060963543d85c41640a7d34d9af71b2e29a7ca5ce938ab8fc0e3cff9b8915ef,0xb464CA834796272E08Dc6460940B281B046a2cEe,1647616292,Vote,1.0,1.0,,1.0,2.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
93,0x5de33c7a0b6a8eeff113fa1d65368e0fcf0fa104fa13908fc8ee1af2eeaea812,0x52A8d97577983706F91EcA67513a3412F155a166,1647616291,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
94,0x421972e7c15a777a6d68a83e2015b2efd9ceac5fcc9282af27dd81f658fa20bd,0xf2720437a8491CBEDa7fc114bebA70378198D70d,1647615453,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
95,0x77bf513a91bd32a6409c9dcfc2fc492ba434ff276e5bfd58e650442971189b29,0x4fa61F83bA1255462d04CdeFFADecaa411AD693e,1647607216,Vote,1.0,1.0,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
96,0x7998f69de274e828be1ff708b1dca93789320f052a928e619d1dd5bb1bdd5a3b,0xBA7e9Bb153F9c4C32903b721eB53B751E2c0bF12,1647604730,Vote,1.0,,1.0,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
97,0x626275007d3a97432eda66a8633c698f61353ba1d9b09c71299d3f1f9072f136,0x30005639bb4e10f781E7F9d52c49C26835630C23,1647596953,Vote,,,,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
98,0x0a5aca0e96aa747662e0f539936c7af155d3533f459f7a4a35e7f077ea8200c7,0x128b7E7F0Bfa7CdA46bB4728A0DA88dBaA095026,1647582692,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
99,0x3954b16b25fc9d45e28e1e13de82ac046b0771c3cf643210a3dba323922b6207,0x6F16224bf1ed50A1A9E146339bF10D7F19367d80,1647569527,Vote,1.0,1.0,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,
100,0x55309a7a0189a8b011eb5e43e746cf4f81a95ed2ece9fa82968b73228a997d25,0x8725F2ab39565e7726799a02bc353f8FBf1d507C,1647567148,Vote,,,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
101,0x44faf6bf5591e3bb113f9f27b227b3ba1cdd02388162823acf0e58600b8f728f,0x717c02129cb01b3C759EA960d75b48e8BABc8227,1647567142,Vote,,,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
102,0x39a789bc4ee24de5f6748c8f93125aa0ab04dc3b4c66bc78ad6e179d16f8bda1,0x47Ce377120ed597852839731BA7e9Ae301773385,1647551772,Vote,,2.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
103,0xf49bf7529dca60d63674a66128702c54dcfeb8efac0e5c4cd0960bee63b9782c,0xf1961bDe4da51C4e330460DCe7Af1014C458eCEB,1647550587,Vote,,20.0,,20.0,40.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,20.0
104,0x415331c7a0497736c0e4eddbc2f450388610d4b4af521958be8171e918aa1ca5,0x4e4e018514c72776FE0F48bDC13aa1AA49E88f61,1647548135,Vote,,1.0,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
105,0x44c4c14a5b737e075e9c5b22526ec70df9490d07843e02abf275e9beedfda69d,0x6764b343D13bAad9F80784e1BA075abFfAAa0202,1647542079,Vote,,5.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,5.0,1.0
106,0x1d0c6298318e58151d7eb90acfe931c1d6cea4cfc1a03628b21bd94e0e9005fe,0x7d157818367B83070c9D6bF42b05D49C4eAd69b9,1647538575,Vote,1.0,3.0,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
107,0x393b4a99151641b8f6aa5d29d22db82c9fe309044d4f4287d53417ea82152cf5,0xEe549CC0a0Ab1AEEa4bB326A1DE9fD1684dD83b6,1647537635,Vote,12.0,12.0,20.0,17.0,19.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,15.0,
108,0x28ea5b5557e8d3204a4db200dcfaf13f4bc419066758d46fe3d59c7028b648a2,0x2c84d8a2fFb283d295DE6eB5287A2AdDdA51b6eC,1647534043,Vote,30.0,,10.0,50.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,10.0
109,0x94595405eec49d781ff9995d518897d2220829abd635df710049a8bb7c4fdb06,0x842BC271a1121B3ee77aBa9301c91d3104217d46,1647532215,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,
110,0x060a9de53a85e2a2c2cbb9c2ab27979e3e0f4b02284eee4c79d567c3311f150c,0x4074FbEB67ca4e370cC04D2ec6789cc9A2D4358c,1647530270,Vote,,1.0,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
111,0x2ceba7be941ade427f86a27f7c4e05ee6d9d17fe3df3fd564c87e55e2de51e03,0x5b3A4FD425Ae1Cc99C8caC9632161956728c9370,1647528890,Vote,1.0,1.0,,1.0,6.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,1.0
112,0xb3730a25d448b24b3ca524f90c78a8205f98b3e298b4929970f6f3e19489ea18,0x522d634b6BFfb444FdbCdE5932738995A4cfd1F1,1647520427,Vote,,1.0,,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
113,0x94f84ec82d58df8dd25ccaccbb490b7739b9be47529a6d01cdfd204d0e7727cb,0xDe4636287944cA28F8390Da22eb32Fa6E36BAd29,1647515664,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
114,0xcde4f58a5f2f608d0390542c46daf7933ceaea2f88ce2fe109d23e47fb2afb95,0xF9910544073C78FD9186E5811c72CE088Fb92867,1647514524,Vote,1.0,,2.0,1.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
115,0xc934ce2901e3789f76e7afdf8ec0b6d2ff1e87797e5cae237ba94525932aeb97,0xA8371d8FcfB9F4705E4b9C273692933c21bEEa98,1647514498,Vote,1.0,1.0,1.0,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,
116,0x8f05eb36746ab76367d99ecb0b8a9a7ba73ff17197617ddce0296776909b0ec8,0xF7C5a0a318960A961AE4a138403b25bE10eB9CbA,1647514428,Vote,2.0,,2.0,1.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
117,0xd75554160c5ebae4c654796ac52727ce91cbd20f397f06d83709a7125d248801,0xb52fB9C7c4DFfC7e2019AE2698BCB7f0187bB87a,1647509404,Vote,1.0,,,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
118,0xa4bffea40502d0fddb5c628522c290e308c822037bfa450e756b69d076eadfbc,0xcfd1F6eCACBdFBE61e03e942bF677880a5cfAc0F,1647505418,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
119,0xed43de969f0b4d511c070c3de2df90c55494db27beff897cfbcd20e25cf38de7,0x563A2B808897e9777a55f6c7E2a1F68638C00738,1647497239,Vote,1.0,1.0,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,1.0
120,0xa22d047667eb98f065e403690885c92e26d58aedc68d15130206250c5b76c2da,0xFfF6b41a29881fC97bD6E8778529B1E37597d94a,1647496557,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,1.0,1.0
121,QmNesYWVjNAixSFdGbPbdtiwehuzEsuBRSEnyYQc6ewGHe,0xAe5499976FfD3e58Be47BDD51c787A5201D957f4,1647494261,Vote,,,,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
122,0x0809c4702077075d571aead5d38176d47fc03cd51226e68d9bcaff8cb0fa5703,0xc74A9cF10221B145ee8AD4C2c293dF52Fd7D6CE7,1647493821,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
123,0x83d4aa3a12be7f78fd8264209f0cf51a88a364dcf4c4685b3dc38d0375931efc,0xf2EB70e0c90CB9C8720CB374a8690cdC63E1680a,1647493718,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
124,0x5912fa418e91c29312d8b77129a0cc52bff61dbea6f71647c8e9f6322ba02169,0x2245bE89Fc8faB94ed982e859Aa3212A4e4eB7e5,1647493186,Vote,,,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
125,0xf7fcf042a41abe426b1728bf32ef92c023551397525cf9ae851bf0076e4adcd1,0x5cAc4a6ff0C0c90053F0204e8CAF1b707BC307E6,1647491549,Vote,,25.0,25.0,,50.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
126,0x458c66f2978a9b5733cbe227b05218f96cda1e39b93940f5fba771db3de37325,0x21b98f5698FD33d9cB58f6aB8d5ec58E803FCba2,1647491433,Vote,20.0,,,20.0,20.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,20.0,20.0
127,0x5a459edb0aaff69fbe3b294d3b72f4d7e32cf1ea723580bf66e9e6c6b194ccb9,0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D,1647486296,Vote,10.0,10.0,10.0,10.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,60.0,
128,0x29997d6742a4211bfad83a1ccd79fc84fdeb09d54a5d9811d660e3fc3b7825f1,0x39d1CB5Dff42a185C6d9308B94cdfE725F588461,1647484566,Vote,1.0,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
129,0xe067f50f99b8cf5153fb68f20737dba04a73bcd27fbbf217bf7aae1e48b8d62d,0x748522Ca2F61F724d2fA5e99823AdaAe04407050,1647484018,Vote,,,,30.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,20.0
130,0xab1ecff2cb20d506ff3220c626c0fdab698c10f9fd2d9b065c2a91065d4a15b1,0xD08CFaF162A96823B81fb53F4f8bd40ad123997D,1647483923,Vote,,,,50.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
131,0xf581e67b4dee56237de0ee980b8d65ed11ba73abc652b3ba433852921c663807,0xa785c26A95a6CDfbE85edD71388a23854d441c36,1647483729,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,50.0
132,0x2db9f993ee23536b96ab73bd4ce055ebc10404b6148fdc1725e30c4169690342,0x285A6d35AF56C44e6b0A59411a34E1895842aDAA,1647477897,Vote,30.0,,40.0,,30.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
133,0x37cdfa42d8eb8f16daae590ba2fc1eaff4ff91ecf08aec13e61bf3c7f4629975,0x2a8Ea5210241dD709FDc85ecea70a7005096AC35,1647473308,Vote,,1.0,1.0,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
134,0xc27ee9b5264b9477453802c2d02261e88646311c8ea29121db396b7b1c60b2bb,0xD83551B29d0DA46C9b6d105EF359E23aaF46e764,1647463874,Vote,,,,5.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
135,0x7ba9700639465d49069339a8df4e3ebce84894c8185b97d17814411e2b1b77ed,0xBD19a3F0A9CaCE18513A1e2863d648D13975CB30,1647463425,Vote,20.0,20.0,20.0,20.0,20.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
136,0x496860a683fee13e1695da346f85bdb0f856059e67fb5858e02a40f08f670387,0xBB8FB8fE5198f25D117C0e7B1b9C8260CB19C3C0,1647457744,Vote,,1.0,,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
137,0x5a92c0363a68e6c802965f47cfae8586e4b478c28f97eebb16c46592642e2727,0xff32E57CEEd15C2E07e03984bBa66C220C06b13a,1647456961,Vote,12.0,12.0,20.0,10.0,26.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,7.0,3.0
138,0xfe45964edc55314d2b63b61e01bf3491215142645fef89efe22c51c695b8e8f3,0x8C913F57Ca6507E5D6ED892661d918b29a4ba107,1647456098,Vote,,1.0,2.0,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
139,0x93c4ecea9c3202cad71fd290097420c947ad18ce0e0923310c43d31d13cf3553,0x2d84CFB9cBA0E8E4d7511a88Cb7102A984fdb0bA,1647455312,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
140,0xf626864aad418e6331571e36cc8a36461ec1315007e3657b89a1aa0900e4c853,0xd3C808920D8fCcBeBd181Aae8D4FB2ACd1A433cD,1647454590,Vote,,,75.0,25.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
141,0xa94b46e3b53b0c3c8fa00bd6526ceba73406313b7de6db286c23fa7b738e0155,0x4A9A3815060C3Bd08fb4d44C9e74513874771b0C,1647454135,Vote,1.0,,1.0,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
142,0x81b4398ab499cf4944e3446d9935e4839f3fd43679dfddadbf450994a7ef8193,0x704Bd8255cC43A218889057b68c22cCD3416178E,1647453485,Vote,30.0,30.0,5.0,5.0,30.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
143,0xe2825f6de065390630cd64f238590f2d79e0f96b6e06864704f2bbe5e359c4d7,0x186E20ae3530520C9F3E6C46F2f5d1062b784761,1647450465,Vote,,1.0,,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
144,0xec6c489f3e95412bb18ca7d3a9e9588edd2a2fba733a99d82c1f26be470b7408,0xD663354A09aB4b0e67D077a540D77c2740E30290,1647449223,Vote,,1.0,,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
145,0x1839fffb7bd3c5ccf08ab8c70cec96a59544c688dab6761c9ef96f9c602103da,0x2D1E7B6E6284409e16991dE76d2A82847a7d61C5,1647447895,Vote,33.0,33.0,,,33.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
146,0x3953a59454629aa1603654c1e210343d27e49565c4af82074e243611e9e34279,0x16458D6563e02eE371544096cEB89Dc32316C3dD,1647445234,Vote,,,,100.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
147,0xcddcde7d2dd86a5fd00ad88c5b85a5d1f5facfb785fa5617e689eae3c128f42d,0x8FaD37dFE228D08361385cda72F72bb20975a723,1647443805,Vote,50000.0,46000.0,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
148,0x3704906efb5934dd3f472f7aeeeb77aa75d9196a1929d820be4f1cb8787b323b,0x3B7eB1E5EeF4db567c0Fb58e35eab1B3332D5D89,1647443750,Vote,,1.0,1.0,,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
149,0x6c6859740c464b17ba343015b05af2631186b0070ac88d74aed1db59ef85b569,0x500F736F569b801e12cbdD5D8116EA0717512520,1647443253,Vote,10.0,10.0,40.0,20.0,10.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
150,0x2c899dde5b23e23f5acfc0c23ab8bf33796feda24e6ff90897e67b737cb3f6fc,0xdfDf2D882D9ebce6c7EAc3DA9AB66cbfDa263781,1647442969,Vote,1.0,1.0,1.0,,2.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
151,0x7b6e8a60203411d8908cf5cb345a21b24e44c56f42d98508372955985cdaa9a9,0x6C134832ba6b733419e27413176d2cf685075401,1647440336,Vote,1.0,1.0,1.0,1.0,1.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
152,0x13635098039ce1cb4a9003c193eefe52a68bcb4d90c99232f7e495b5f77a2e4a,0xd91FCADCB0b820CD6d3E03f7a9Ca3ff12D258EDC,1647439875,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
153,0x28158947af2167e0fc0bd13ebe5bab97054136148bc76b0f6e8ea39f3278f4c7,0xd4Dd02EdE4ad61B67110c2080C6e766e10922423,1647439785,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
154,0xe41d2e0a7cc07181cb2408d76e52b858cd8a401538b4f4b00f1b8010698cb6ab,0x9c8E159cF1939729b6c9d9D7e660555219cc3F41,1647439769,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
155,0x063470d6332d8866bc1b91f58efa575103d31d233c6aeba258f10f2edca62cc5,0xf64c94A7887017729c569D4028EbE683717c0421,1647439719,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
156,0x347ba9076953f9aebc10a9770aff71e9ef2059f33f0bc72cede6aa5cc0afa39a,0x04105242d1908BfEF51D90fEB7b936dD3B6c5835,1647439690,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
157,0x048ca1c00b635bade8b5cd4c2232bee1ce434a2457b1c088a8a8215bfa13a229,0x28ca2d4bD040d6409d1B380e642587A71DABD71e,1647439613,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
158,0x4dda1df26adf59d55f1da62bb12f35d063a120c91a1de1e12dbf8d0845b61529,0xD1DFBD11d7BA0e78600f7c08AD15e29f4f6c82E9,1647439591,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
159,0x07becb6701601d9a1ae4eac9edbce89f6c7ef3dfa1c0ca65ebf877cc89ab02e9,0xfcdEf5BfDa205Bd0e99bAa373FC66Ae80D4391Ff,1647439554,Vote,,,,,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,1.0
160,0x4a2ec677d09814b3ec50e11a3b1f59b8ae3a65443e59d629f67887a745af1f32,0x1496DE0E32061D5aD8a95D9CFC6587727a142454,1647439515,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
161,0xbb427c1757d36f1f438f0e7e4508cfeb5622eaa2d60890f09e114584155855fd,0xc025be4229a46B3cfa074a038dA2E5B2Ef21fA06,1647439456,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
162,0x3cd3365d4ee227256ff002ec8777297681d3fa066ab8f1424fc1f71dd4ef69ed,0x06F3037A0f753C3fF2140F12A093e61245E5234f,1647439443,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
163,0x4927ca17882d7965f654415b7b704fc542bfcc9443f41960b78400e767854d20,0x907CA863e5C5d7f4229e19561adaaD4b788D2648,1647439420,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
164,0x730035701eedc8affdbe8acdacdae6b54de4a8e919a6af20a6aa0897cc56cee4,0xadF670AD258B4Baa61590365f5bD888cCD466476,1647439383,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
165,0x10f8d744aac7988c2b6681629d3157ceabb2a348947bb18c67cae79af359b3ae,0x381e4C6E6d83985024c23322aba6FB05C9C71C3f,1647439291,Vote,25.0,25.0,25.0,,25.0,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
166,0xc34ee77035518f2fd8f9dfef421831696b5185196c5e9ca6b55933f606d581c6,0x1D55C586F21DeB83FAfe9Fb6507eF535dBDfB651,1647439186,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
167,0x4578dde354492498d612c056d88fc0dc994317d9d29e61fc1fe239a3f1cb506d,0x6ca3FCCB6c1a6F949b546C60e1347114970867a9,1647439113,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
168,0x8f7e00a0d79913859452e5b337ceae4125a621b5c497c9e11fec3e4e1d4e980a,0x5321f304c6f78f2639c87c531a5472dA44eE38Fb,1647439062,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
169,0x06249ff37818a1dfb7779ad8246c5783a479a7bfa0d1a1c5575ed6c37914579e,0xC6E0Ce2584c236A7996267250CAea3858D0aA35D,1647439012,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
170,0x69ca3be77809554c0f16df91fd442a486b3b98f1906d638e77723242484e3eab,0x12c80D709Bec16052025569352dADf943ae15886,1647438969,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
171,0xbdf804ad9ad39867caeb8c2c8cbe1439a96cb7bd0f72c72dff3922ae46751a35,0x0E4fE12032df9d3242323caf57D40a75f5789eE7,1647438931,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
172,0xce6c24eea41cc4b360ec4b31369cfb32a908b7556c7754645783743ab0f6838c,0x4F777E46C37fc4a2f70FdFB3a0A7C56C93EE82F0,1647438887,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
173,0x45581879703c64dc59a41b6118cd45f4b4adda2ae8008208c53875872ddee5ea,0xfAdd555f1A8b444Dfc382910919e64C8AD86a461,1647438841,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
174,0x5f7461b1fa63f7664fa7b53d73118e33d46a13c13167e13d481068e1c33af558,0x90e97bD9F5fD775a4C2Aa4f26f762050cE6969C4,1647438809,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
175,0x7988f38bcab3450591e24414ff8438f73f05261b392502f73ddf41417f9a7294,0x1e54dbe42E212652CcAAB64EA70ACb7FF72e76E6,1647438782,Vote,,1.0,1.0,2.0,,0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a,banklessvault.eth,,
