from_user_id,to_user_id,amount,currency,timestamp
357230554158202890,270717850640056322,1000.0000000000,BANK,2021-10-07 00:19:18
436860020575961098,472214020217110535,1000.0000000000,BANK,2021-10-07 01:02:54
847208887152541697,294323753058435072,50.0000000000,BANK,2021-10-07 02:39:35
847208887152541697,380101664834715649,50.0000000000,BANK,2021-10-07 02:39:35
718269784889753630,816814265410256916,100.0000000000,BANK,2021-10-07 02:53:46
784114434402549760,258059889606262795,150.0000000000,BANK,2021-10-07 03:14:53
847401717820817409,294323753058435072,10.0000000000,BANK,2021-10-07 03:50:52
750399065044549764,833959303005995058,100.0000000000,BANK,2021-10-07 05:52:19
750399065044549764,304305561426591744,100.0000000000,BANK,2021-10-07 05:52:19
805229179523432459,197852493537869824,100.0000000000,BANK,2021-10-07 11:11:34
805229179523432459,282888429740752896,100.0000000000,BANK,2021-10-07 11:12:51
282888429740752896,805229179523432459,88.0000000000,BANK,2021-10-07 11:14:44
403203817543434240,294323753058435072,100.0000000000,BANK,2021-10-07 13:24:09
403203817543434240,568255731589971979,100.0000000000,BANK,2021-10-07 13:24:54
567865362541182987,849657379162554418,30.0000000000,BANK,2021-10-07 13:59:18
567865362541182987,399461038367440927,10.0000000000,BANK,2021-10-07 14:04:12
567865362541182987,398846712804016128,10.0000000000,BANK,2021-10-07 14:04:12
249656352526303233,233401126081265677,500.0000000000,BANK,2021-10-07 15:51:43
258059889606262795,794622206565941260,100.0000000000,BANK,2021-10-07 16:38:09
258059889606262795,890274033084551178,100.0000000000,BANK,2021-10-07 16:40:14
294323753058435072,233401126081265677,500.0000000000,BANK,2021-10-07 16:49:12
197852493537869824,413376997113462796,50.0000000000,BANK,2021-10-07 17:04:41
641396237102219264,233401126081265677,500.0000000000,BANK,2021-10-07 18:24:23
839413740458082321,841395513848627200,200.0000000000,BANK,2021-10-07 18:53:59
839413740458082321,838990429122461738,200.0000000000,BANK,2021-10-07 18:53:59
857061757183852554,834171434514251807,1200.0000000000,BANK,2021-10-07 19:15:27
794622206565941260,784114434402549760,1000.0000000000,BANK,2021-10-07 19:43:02
512904902083870730,376383869940793346,400.0000000000,BANK,2021-10-07 19:59:51
798405210488700980,811052915824656424,100.0000000000,BANK,2021-10-07 20:13:07
857061757183852554,805229179523432459,20.0000000000,BANK,2021-10-07 20:50:10
233401126081265677,495050806790193162,200.0000000000,BANK,2021-10-08 00:13:36
789534394120929351,118058152720596998,200.0000000000,BANK,2021-10-08 00:47:17
789534394120929351,464797917350461450,200.0000000000,BANK,2021-10-08 00:47:59
197852493537869824,118058152720596998,100.0000000000,BANK,2021-10-08 02:22:48
579128660070760469,536305592806146059,100.0000000000,BANK,2021-10-08 02:52:50
197980127676727296,393335781608914944,50.0000000000,BANK,2021-10-08 07:25:35
722384098307604542,436860020575961098,200.0000000000,BANK,2021-10-08 11:42:37
722384098307604542,233401126081265677,200.0000000000,BANK,2021-10-08 11:43:15
436860020575961098,414266919915356171,420.0000000000,BANK,2021-10-08 11:43:46
436860020575961098,105855120561967104,420.0000000000,BANK,2021-10-08 11:43:46
436860020575961098,159014522542096384,420.0000000000,BANK,2021-10-08 11:43:46
436860020575961098,233401126081265677,420.0000000000,BANK,2021-10-08 11:43:46
722384098307604542,105855120561967104,200.0000000000,BANK,2021-10-08 11:44:00
430010794042720256,233401126081265677,500.0000000000,BANK,2021-10-08 12:59:53
464797917350461450,357230554158202890,200.0000000000,BANK,2021-10-08 14:13:59
718269784889753630,767475167466881034,250.0000000000,BANK,2021-10-08 14:55:40
811052915824656424,868995135810179112,20.0000000000,BANK,2021-10-08 15:22:53
340346116019060736,233401126081265677,500.0000000000,BANK,2021-10-08 16:13:24
275438555025768448,233401126081265677,500.0000000000,BANK,2021-10-08 16:19:05
278924446398676992,233401126081265677,500.0000000000,BANK,2021-10-08 16:26:46
706606161914363925,818904264826159104,250.0000000000,BANK,2021-10-08 16:28:47
706606161914363925,757572539118518402,250.0000000000,BANK,2021-10-08 16:28:47
706606161914363925,657831928678055956,250.0000000000,BANK,2021-10-08 16:28:47
750399065044549764,767475167466881034,100.0000000000,BANK,2021-10-08 16:33:28
750399065044549764,579128660070760469,100.0000000000,BANK,2021-10-08 16:33:28
750399065044549764,380101664834715649,100.0000000000,BANK,2021-10-08 16:33:28
122611368582053888,233401126081265677,500.0000000000,BANK,2021-10-08 16:42:41
197852493537869824,361376687910289428,100.0000000000,BANK,2021-10-08 19:16:25
197852493537869824,294323753058435072,100.0000000000,BANK,2021-10-08 20:01:58
197852493537869824,621495319267377153,500.0000000000,BANK,2021-10-08 20:11:42
197980127676727296,249656352526303233,100.0000000000,BANK,2021-10-08 20:13:50
403203817543434240,657831928678055956,50.0000000000,BANK,2021-10-08 21:07:14
403203817543434240,757572539118518402,50.0000000000,BANK,2021-10-08 21:07:14
403203817543434240,818904264826159104,50.0000000000,BANK,2021-10-08 21:07:14
847208887152541697,233401126081265677,500.0000000000,BANK,2021-10-08 21:07:58
822624768493617192,834083426814525492,200.0000000000,BANK,2021-10-08 21:15:46
822624768493617192,361376687910289428,200.0000000000,BANK,2021-10-08 21:15:46
415733108856586240,233401126081265677,77.0000000000,BANK,2021-10-08 23:52:43
294323753058435072,233401126081265677,50.0000000000,BANK,2021-10-09 03:19:30
567865362541182987,568255731589971979,3000.0000000000,BANK,2021-10-09 07:38:32
403203817543434240,847401717820817409,200.0000000000,BANK,2021-10-09 11:17:40
706606161914363925,784114434402549760,1000.0000000000,BANK,2021-10-09 17:48:39
197980127676727296,495050806790193162,1.0000000000,BANK,2021-10-09 18:18:32
805229179523432459,868995135810179112,1064.0000000000,BANK,2021-10-09 19:07:00
784114434402549760,403203817543434240,1000.0000000000,BANK,2021-10-09 22:38:15
567865362541182987,741694672295952416,100.0000000000,BANK,2021-10-10 02:53:52
403203817543434240,696603843080749116,750.0000000000,BANK,2021-10-10 08:08:51
396311471585230851,893408058942836777,600.0000000000,BANK,2021-10-10 09:34:19
396311471585230851,334597421990412289,400.0000000000,BANK,2021-10-10 09:34:35
396311471585230851,789865774252425216,1000.0000000000,BANK,2021-10-10 09:34:45
396311471585230851,743006316661964921,500.0000000000,BANK,2021-10-10 09:35:06
396311471585230851,866775037881090069,600.0000000000,BANK,2021-10-10 09:35:44
396311471585230851,559377397149990913,400.0000000000,BANK,2021-10-10 09:35:58
396311471585230851,344371268403068930,1000.0000000000,BANK,2021-10-10 09:36:08
396311471585230851,635478246510821396,500.0000000000,BANK,2021-10-10 09:36:31
396311471585230851,116446005024653321,1000.0000000000,BANK,2021-10-10 09:36:41
396311471585230851,806063844417208320,3300.0000000000,BANK,2021-10-10 09:37:07
396311471585230851,512904902083870730,500.0000000000,BANK,2021-10-10 09:40:41
396311471585230851,758329214834311251,3400.0000000000,BANK,2021-10-10 09:41:24
294323753058435072,574163837109141504,1.0000000000,BANK,2021-10-10 13:59:55
574163837109141504,294323753058435072,1.0000000000,BANK,2021-10-10 14:01:07
567865362541182987,867719073885716501,30.0000000000,BANK,2021-10-10 16:19:20
718269784889753630,829792160660193281,555.0000000000,BANK,2021-10-10 16:21:44
718269784889753630,294323753058435072,555.0000000000,BANK,2021-10-10 16:21:44
806063844417208320,396311471585230851,3300.0000000000,BANK,2021-10-10 19:46:06
415733108856586240,816521749750611978,33.0000000000,BANK,2021-10-10 23:01:02
415733108856586240,815094763564171285,33.0000000000,BANK,2021-10-10 23:01:02
415733108856586240,805229179523432459,33.0000000000,BANK,2021-10-10 23:01:02
790128347798962197,757250314142482513,10.0000000000,BANK,2021-10-10 23:45:30
429051931197964288,702949985699889171,100.0000000000,BANK,2021-10-10 23:49:21
834258242522710077,879341509428777000,10.0000000000,BANK,2021-10-11 03:47:19
735160069410259005,829160834575106090,100.0000000000,BANK,2021-10-11 09:35:38
258059889606262795,825808904172208158,50.0000000000,BANK,2021-10-11 12:42:26
825808904172208158,294323753058435072,50.0000000000,BANK,2021-10-11 14:10:10
825808904172208158,834258242522710077,50.0000000000,BANK,2021-10-11 14:10:10
825808904172208158,847401717820817409,50.0000000000,BANK,2021-10-11 14:10:26
258059889606262795,847401717820817409,5000.0000000000,BANK,2021-10-11 14:31:19
834258242522710077,847401717820817409,35.0000000000,BANK,2021-10-11 16:17:22
402654722210922498,322210819528196106,500.0000000000,BANK,2021-10-11 22:53:22
716831715926212638,322210819528196106,500.0000000000,BANK,2021-10-11 22:57:47
834258242522710077,559121083052064780,5.0000000000,BANK,2021-10-11 23:00:04
402654722210922498,322210819528196106,500.0000000000,BANK,2021-10-11 23:02:53
702949985699889171,322210819528196106,500.0000000000,BANK,2021-10-11 23:16:01
559121083052064780,322210819528196106,500.0000000000,BANK,2021-10-11 23:18:55
233401126081265677,765005332169621524,2000.0000000000,BANK,2021-10-11 23:21:34
415733108856586240,322210819528196106,111.0000000000,BANK,2021-10-11 23:38:27
567865362541182987,536305592806146059,60.0000000000,BANK,2021-10-12 00:22:20
834258242522710077,530559503846866957,3.0000000000,BANK,2021-10-12 02:06:44
750399065044549764,380101664834715649,100.0000000000,BANK,2021-10-12 02:30:22
357230554158202890,415733108856586240,1000.0000000000,BANK,2021-10-12 04:42:55
834258242522710077,875042832048599070,3.0000000000,BANK,2021-10-12 13:55:12
834258242522710077,702949985699889171,1.0000000000,BANK,2021-10-12 14:01:50
834258242522710077,197980127676727296,5.0000000000,BANK,2021-10-12 14:07:07
834258242522710077,825808904172208158,10.0000000000,BANK,2021-10-12 14:17:35
294323753058435072,742395016865120296,5.0000000000,BANK,2021-10-12 14:57:44
742395016865120296,294323753058435072,80.0000000000,BANK,2021-10-12 14:59:18
857061757183852554,834171434514251807,100.0000000000,BANK,2021-10-12 15:17:17
197852493537869824,758329214834311251,150.0000000000,BANK,2021-10-12 15:51:36
233401126081265677,436860020575961098,1000.0000000000,BANK,2021-10-12 16:59:42
822624768493617192,868995135810179112,200.0000000000,BANK,2021-10-12 17:10:00
868995135810179112,805229179523432459,200.0000000000,BANK,2021-10-12 19:03:21
868995135810179112,361376687910289428,200.0000000000,BANK,2021-10-12 19:04:17
357230554158202890,834171434514251807,1000.0000000000,BANK,2021-10-12 20:05:36
357230554158202890,834171434514251807,1000.0000000000,BANK,2021-10-12 21:03:42
789534394120929351,482531465574481921,1000.0000000000,BANK,2021-10-13 01:00:08
294323753058435072,233401126081265677,50.0000000000,BANK,2021-10-13 01:05:25
294323753058435072,746428600202428436,50.0000000000,BANK,2021-10-13 01:05:25
294323753058435072,402654722210922498,50.0000000000,BANK,2021-10-13 01:05:25
233401126081265677,544425766473957388,1500.0000000000,BANK,2021-10-13 01:27:05
567865362541182987,801463199676629042,1000.0000000000,BANK,2021-10-13 06:41:34
233401126081265677,558149644648054785,500.0000000000,BANK,2021-10-13 12:12:10
805229179523432459,361376687910289428,100.0000000000,BANK,2021-10-13 16:40:35
536305592806146059,816521749750611978,300.0000000000,BANK,2021-10-13 17:26:59
841395513848627200,758329214834311251,100.0000000000,BANK,2021-10-13 17:40:11
841395513848627200,316922442390044673,100.0000000000,BANK,2021-10-13 17:40:11
270041024032669697,784114434402549760,1000.0000000000,BANK,2021-10-13 17:51:59
825808904172208158,780954756255973397,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,664520204323258398,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,816521749750611978,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,720808641325694996,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,544425766473957388,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,585543989382480026,50.0000000000,BANK,2021-10-13 20:11:28
825808904172208158,405283125476982786,50.0000000000,BANK,2021-10-13 20:11:28
448532216977555458,294323753058435072,1500.0000000000,BANK,2021-10-14 01:06:07
567865362541182987,879341509428777000,1000.0000000000,BANK,2021-10-14 06:52:52
722384098307604542,353303117221068810,500.0000000000,BANK,2021-10-14 09:03:48
834258242522710077,696106297224855663,5.0000000000,BANK,2021-10-14 13:43:27
