"ID","Collection","ENS","Minting Date","Tx Count","Power"
"439294","0x93f4c8f670578f6d10bf8b77826f04e9c3a4b9e2","","7/2/2021","1","121"
"439295","0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f","","7/2/2021","1","15"
"439296","0x510f75649ee3854daceb016ea9f04294d47a0212","","7/2/2021","1","22"
"439297","0xec561dd73346f761d1c09f46999bc8ea1b1e95a2","","7/2/2021","1","31"
"439298","0x6bda0404288459cdc35b95a0162636088dccbee8","","7/2/2021","1","162"
"439299","0x91096b323e6bb3aea9fa31a787d00a40ef56d2c7","","7/2/2021","1","23"
"439300","0xd2ea42a69287a0a1bacd9259fbbd61a5db977248","","7/2/2021","1","87"
"439302","0x57d23a76582f30b09106ced93efecf2ef718e187","","7/2/2021","1","128"
"439303","0xe135fe74e5bb35a6cd3d2b4335795141d51eca50","","7/2/2021","1","21"
"439304","0xe8f7f5a65bdb58df35d0400162e7bebd15e5f1e2","","7/2/2021","1","9"
"439306","0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9","","7/2/2021","1","193"
"439307","0x4d246e41d7131ff60cd533c13bd2aafce7ab1265","","7/2/2021","1","197"
"439308","0x30c9a42d421955d40161354407ca47b85f09b182","","7/2/2021","1","16"
"439309","0x1ba1ff69f03d38af7ef40e3afdc53ad073eb4642","","7/2/2021","1","172"
"439310","0x40633915b415eec1339eb5cb8f03e49bcc488e61","","7/2/2021","1","13"
"439311","0x3fd779dc40ca26c7809018710d1f81eb9d4848b3","","7/2/2021","1","76"
"439312","0x9ed2ea68175cd92a4566e47bdf8f75326f634b2d","","7/2/2021","1","23"
"439314","0x8029c4c55afd6f0e93ec080c5041e7e62e21bceb","","7/2/2021","1","82"
"439316","0x02766e3d25bda6badcd34d7bcea5bf054990444a","","7/2/2021","1","34"
"439317","0xe01a97fc4607a388a41626d5e039fdecbfc6acd9","","7/2/2021","1","12"
"439322","0x42c5c5c2c073de1daa454e40e04d0d852b5aaaa6","","7/2/2021","1","63"
"439323","0x512ace4ebaf5166918934b5c55948d8ca1a54852","","7/2/2021","1","23"
"439324","0xea0a775aff24659ff2907c147b3ee2eb7ff8861c","","7/2/2021","1","25"
"439327","0xad615f88d4483b80dd415a0cf533c027d6ecde01","","7/2/2021","1","66"
"439329","0x170c3d36b7b6fa957c8b454c416f66c4085971c7","","7/2/2021","1","6"
"439333","0x063cfa2247ff36f5a9ea173d854bf29e9c4e658f","","7/2/2021","1","58"
"439336","0xe0f7a8428bf26841f7c048c28c15ab39bd833b17","","7/2/2021","1","7"
"439340","0xedacb733f39f5b5743ea22f57cce8966ffd1df06","","7/2/2021","1","108"
"439341","0x8864486c1be43143b2fb2992777ba0b85129f3e4","","7/2/2021","1","80"
"439344","0xf2eb92ca3ad4132b5434b394503ebd2efaf72953","","7/2/2021","1","39"
"439350","0xa75ddee2a86639b14eb0695a2b0f6abac4566d85","","7/2/2021","1","78"
"439353","0xbc8aca8258d0cf778826573adc4fb5ce1c766f84","","7/2/2021","1","46"
"439354","0x3b35690f4bdb3e99feb9eebbd6df5486550e176f","","7/2/2021","1","36"
"439358","0x09d67456196d98dff2340a293fd4e5b338280f53","","7/2/2021","1","82"
"439359","0x4ba11a55ea45f72f8e5387a7a639c28ede07f7a3","","7/2/2021","1","3"
"439360","0xae78c7977e9a0b51f0533b9383f62b389f5c65f4","","7/2/2021","1","8"
"439363","0x1071a56413701b104f35fcd0a94822457e512114","","7/2/2021","1","27"
"439364","0x004e5220799a11749974afffb1e07c6388722a33","","7/2/2021","1","106"
"439365","0x722246643c7bb3d15ccef7e72fc5f90e53b9f457","","7/2/2021","1","29"
"439366","0x52c34872a9e1d22b4f54d3969f920c4bf1e06088","","7/2/2021","1","34"
"439369","0xc2c93a56e3a6fe97927d238d12ceeb3a45d3dddb","","7/2/2021","1","141"
"439370","0x679e21a0ed6a30ee97a33e04d8009654f1d763e2","","7/2/2021","1","9"
"439373","0x0b6e79ba994cf84969bc73104818229612526dae","","7/2/2021","1","105"
"439377","0x51f7569c99ddbe114015e4587df2d0316295cc12","","7/2/2021","1","59"
"439379","0xf3fb8685145debc079d6c4b5c5cb690e350a3ea8","","7/2/2021","1","114"
"439382","0xb131e14489a8a52a856407da9d3e7721d4f3d903","","7/2/2021","1","98"
"439383","0xb5d06c533577a6ec7eca4a6d92f3024374fbf2b2","","7/2/2021","1","52"
"439384","0x039c7320956110b7e9e350d382a354d6ace8d2c0","","7/2/2021","1","17"
"439386","0x0aa81491a03e86debc6a543660966196e83bec30","","7/2/2021","1","17"
"439387","0x1d8e302e451b6698f000809dcb7f51ae4b708936","","7/2/2021","1","22"
"439388","0xe18000d69d78bbe80b3a5cecca512a78012cbf4f","","7/2/2021","1","47"
"439391","0x374d410f0edf510562aed617e8de0a47baf5cd60","","7/2/2021","1","14"
"439393","0xbc99c4bd93c24db1bf553f2c7f9348be639fe5b6","","7/2/2021","1","56"
"439395","0xbe000cf40c4fbff89c569b9d7b744cb3f0e96a2d","","7/2/2021","1","46"
"439396","0xa5389abc8c937c875304497573cb75576b8fc5f6","","7/2/2021","1","144"
"439397","0x02aa5ef6d469841e340669dc22fa89babd3dc8b6","","7/2/2021","1","68"
"439399","0xaf4fbdcd730fc9ec4a94c4e184be87f4a80e1ad5","","7/2/2021","1","18"
"439401","0x7b3bddf3af1d6e160d57887ff4516cb3c3add495","","7/2/2021","1","21"
"439403","0x66fda6b697155fad61694713f4d6b0c02736e2a3","","7/2/2021","1","357"
"439404","0x33231c4171e4d6a864c05b6db61467ec2424efa5","","7/2/2021","1","24"
"439405","0xdfa67ba0c22fa0dd142b1f3e1bdaf814de2668ab","","7/2/2021","1","12"
"439407","0x115df6f4f46c6dc5118717ebc5d94197182bd1b4","","7/2/2021","1","80"
"439408","0x134372af731932277b38e91ecde002110636bf1a","","7/2/2021","1","23"
"439409","0x1cfcac0ed7bd0258d678c2c0cc18b2f336eda000","","7/2/2021","1","10"
"439410","0x5ae31e7ada23f754f62052ccb9da1cf281e2fba2","","7/2/2021","1","4"
"439412","0x1bdb83341ff375af41ab02af6890217c1affdfc7","","7/2/2021","1","36"
"439413","0xecf2832e6578d258b53272fc579f152329c890b7","","7/2/2021","1","37"
"439415","0xc9d5d1feb2e6f0b6fc5fc87a61708164917bceda","","7/2/2021","1","49"
"439416","0xdf0bb4f301a7d0f3701ec94a168b1a33d68e21d1","","7/2/2021","1","76"
"439417","0xfcd7f19084f00d0a1f52fcd6c2d4c3eb305303e0","","7/2/2021","1","18"
"439419","0x9e7006d9c43a032e1bbc8913c76c2209c86bb21d","","7/2/2021","1","105"
"439420","0x696d181a7961ee66c42f1ebeddc0b48b106c45ad","","7/2/2021","1","86"
"439421","0x0f516d127e320dcc06ca634965156feb1a979a74","","7/2/2021","1","8"
"439422","0x64ae9a0b6759981dcafefa9faf8a63f1007d04a2","","7/2/2021","1","53"
"439423","0x5fc5b2fc589967b5fe482e33ddce64881547a016","","7/2/2021","1","41"
"439426","0xf93e0226b6d6932ba2373b8933731c999e54b2b4","","7/2/2021","1","29"
"439427","0x4b6c53f7a1856bc377035b7076eaaa4743bd9174","","7/2/2021","1","43"
"439428","0x697ec55dc3fac5bda4b296a1b7c098899b828a7f","","7/2/2021","1","18"
"439429","0x64b5f9dd6f23269b966a4c3717e150a6dd264851","","7/2/2021","1","74"
"439430","0x2eb9a256e6b802a2cfc38b485e0b301214f29293","","7/2/2021","1","16"
"439431","0x0c84d75978feaa586355df50230dc2b98949d02d","","7/2/2021","1","8"
"439436","0x95c00d2cf32edba4cfec2ef6086829942aad70a0","","7/2/2021","1","73"
"439437","0x829b6c42d37b3930df46e96a04dd961bfdea4ad6","","7/2/2021","1","38"
"439439","0xcd75942b66c1a82d7e04f65a34ce7f93791fa8a8","","7/2/2021","1","64"
"439440","0x18fac66154576604b93a73e627e073e094462ccf","","7/2/2021","1","41"
"439441","0x823948435ce93d196d6649ef6ed9d96aa74ba7ab","","7/2/2021","1","10"
"439442","0x4d26bc95c771d1d0a5c5e76297c8f53ffe5f6c19","","7/2/2021","1","15"
"439443","0x0a3b4905b0a7bd42645c8f0bda9f3bc213f09610","","7/2/2021","1","135"
"439444","0x8679bcf9cb019d1b05b89dca59d657b25d032c0f","","7/2/2021","1","26"
"439446","0xc69ec94f3dce57b622d790e773899bc1d11a8074","","7/2/2021","1","39"
"439447","0x7b9044d2862e1bcf5212f9d41583c291cd5419f6","","7/2/2021","1","50"
"439448","0x335d2d954cec61cb4673780300d890340a29dd99","","7/2/2021","1","66"
"439449","0x10a2cef2e4d1024198b04534647240ff2f21d485","","7/2/2021","1","25"
"439450","0x85d6268700a4d6d708b9f4798feacc731a4373a1","","7/2/2021","1","42"
"439452","0x1775cc97e5c05fde8b571ef75ca52d0a9ff19025","","7/2/2021","1","10"
"439453","0x7a7a5fad8c4107ed0959191e7ff36ba82d4ea2f9","","7/2/2021","1","38"
"439454","0x8b52e53d2f9e0cb51954e66d57a047c6febaff34","","7/2/2021","1","42"
"439455","0xae6779a4e97f4503ea14e4f8bd120529388fe463","","7/2/2021","1","32"
"439456","0x90847056ccff09a26eea7f38b832c6f6a80d6845","","7/2/2021","1","20"
"439457","0xb2dfffeac59e3f836abc893440f847f20f563bbf","","7/2/2021","1","16"
"439458","0x76282a2d0371118ec586c6c203005e090f365cdd","","7/2/2021","1","36"
"439459","0x2cd91226dca971c3bb4e93fcf04837996f7dc2b2","","7/2/2021","1","15"
"439460","0x7ff4f8fe1dbbba8dc27103359bf96e97a4d44114","","7/2/2021","1","29"
"439461","0x91f7c7dc5a44276482c102178fe1d620b397c276","","7/2/2021","1","61"
"439462","0x33f572d61ca18a6c5cb8b0f7eb09e2253f415a55","","7/2/2021","1","78"
"439463","0x2bcd4d893d2622c23162ff5a27a20239b10a1619","","7/2/2021","1","12"
"439464","0xf1369ba833d96748fedeeb6c1fcce2d7cb412c02","","7/2/2021","1","21"
"439465","0x96dc706a4b5808aaecd4fb29224dd56b398e8657","","7/2/2021","1","8"
"439466","0x9f16fc2783559d833498bc018eee9acff1ab79dc","","7/2/2021","1","153"
"439467","0x4887f370cf58c371cd2ed3503abdd1bf53786dc4","","7/2/2021","1","21"
"439468","0xc301f5b31e4894fbc89b777883ccd4304672b655","","7/2/2021","1","53"
"439471","0xcd5c1bb777c937d993bc5e16e48b1669becc77aa","","7/2/2021","1","59"
"439472","0x7f25e5763b3a6ca6e3534f672f0d10beee27a1c8","","7/2/2021","1","8"
"439473","0xb1e6cf9f87a0cdc408e83d81602da27f0dcb6636","","7/2/2021","1","28"
"439474","0x7cad17826bc6f431ee189d11fcd0298b6ca799ab","","7/2/2021","1","32"
"439475","0x2a10216181c16a3bbf32d684e6364fca37d3e3e7","","7/2/2021","1","55"
"439476","0xad163da184d753b73a14eddec8b0ab223e13ab57","","7/2/2021","1","21"
"439477","0x7f2d1664251cb2a6d95c4153317358a549b1c407","","7/2/2021","1","38"
"439478","0xb8a9c37240e8b72f42a88f1099e6c61dc3e96756","","7/2/2021","1","57"
"439479","0x453e84ef30f90e63671b1bfc4f31d98f72c51696","","7/2/2021","1","6"
"439481","0xf9fed4b7a8a6b410fb6b1d76459b66d05c613e49","","7/2/2021","1","22"
"439482","0xe261b0606dd815a7952994c5c60c88040a316692","","7/2/2021","1","31"
"439483","0x83bae8d24aa1d5eb28c75c74febf60b2c1003119","","7/2/2021","1","18"
"439488","0x9937334789acc9c4568ea9a89dad878748f0fd3e","","7/2/2021","1","17"
"439515","0x543f1c2e2d5f45456a0135bbebcc73f4e67a26ce","","7/2/2021","1","26"
"439518","0xc6317e94699c7f4b10ff27b4d16ff90aa0a95bc6","","7/2/2021","1","21"
"439519","0x2719c6b677f62152c68fe68eb5349df01ac1dc44","","7/2/2021","1","10"
"439522","0x1653e58b907caad5a9a39c9bd64c33acbf557273","","7/2/2021","1","4"
"439524","0x6845197457eb638bf487cc28a1c4b1a7b69ac701","","7/2/2021","1","13"
"439529","0x6a2e6c76f2342eb175e18659eaa02adeba86d631","","7/2/2021","1","6"
"439534","0x7af2dbb733daed7b340b4215d23811563375f0f7","","7/2/2021","1","52"
"439535","0xddf920f9ea110e1a8030c4015d17291c7befc079","","7/2/2021","1","21"
"439542","0x689e5d81320a50ade76b232b8d1e03ad6c00ac49","","7/2/2021","1","6"
"439543","0x7255fe6f25ecaed72e85338c131d0daa60724ecc","","7/2/2021","1","22"
"439546","0xb48d6c33a96f5519c82569b478fcd723b3a94a2a","","7/2/2021","1","8"
"439548","0x721c7fffe9ac426a028e616677811f755fa99eba","","7/2/2021","1","38"
"439552","0xe3c7f3837398f5391b7574ce70a3544a3649c07d","","7/2/2021","1","125"
"439553","0x0dc28e4d2ff724598bd035c52671d748571fffe2","","7/2/2021","1","86"
"439555","0xab8d9bc178c9436d7d095e2658f1c3bf34ae2b07","","7/2/2021","1","6"
"439557","0x4dba08c08208534ad576dab1e4aead8842d42af8","","7/2/2021","1","10"
"439558","0x0813e1b0a5b1d0d67ceac68696591f5aecc613c7","","7/2/2021","1","26"
"439560","0x48a4040c0b14de3bb9593d6293a54f30cd03a983","","7/2/2021","1","62"
"439567","0x23690d5be941fdf2573fad8cfec3fdef26805f9a","","7/2/2021","1","33"
"439569","0x28bf0850d3922abc25e6ab8c8e9c74826a26a0c9","","7/2/2021","1","22"
"439570","0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9","","7/2/2021","1","13"
"439573","0xd662a06f15edaa71a667c5839ecec2c0a82c3937","","7/2/2021","1","43"
"439576","0x2245be89fc8fab94ed982e859aa3212a4e4eb7e5","","7/2/2021","1","49"
"439583","0xb26c9b0360231f1aa1cc7336c8f046e2c89f13b4","","7/2/2021","1","31"
"439584","0x07feab161f67d559403583b1497b62d19f31a34b","","7/2/2021","1","14"
"439586","0xda704b2e18d989003b139cbc5d4fc978a6d81064","","7/2/2021","1","53"
"439587","0x91c6d203f8e1d5b8878bd793d10f6264a4b3c08e","","7/2/2021","1","13"
"439588","0xf748beee36b2479af719a679908c777cb0b93267","","7/2/2021","1","6"
"439590","0x1f9ad14de2590813d0788526b22ef112df7286d7","","7/2/2021","1","27"
"439592","0xc7fc22d339821240bfd92258ba87578cb1af0b64","","7/2/2021","1","50"
