"ID","Collection","ENS","Minting Date","Tx Count","Power"
"476235","0x6f00ad0238e20646e3b4e87dc9c8319649156834","","7/9/2021","1","13"
"476238","0xe4f97647ea9328b0e5d03c9907fac7951ad78c65","","7/9/2021","1","12"
"476239","0xb6ac0341fcf3fb507a8208d34a97f13779e1393d","","7/9/2021","1","34"
"476240","0x5d29b68aafb22c491977eacf7dfb1661d2832555","","7/9/2021","1","14"
"476245","0x1d55cdbb71827e89c98841f8a52ac84d025558a1","","7/9/2021","1","2"
"476250","0x338f603755412f64eab9a3fe9d2873e0d8c536d8","","7/9/2021","1","12"
"476251","0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2","","7/9/2021","1","10"
"476253","0x13aaf0994ffdb35bf32ddaf6e18b6efdd25a0808","","7/9/2021","1","19"
"476255","0xb10be5cbbf9655ed3648184ade56d3b4d6cedd4f","","7/9/2021","1","193"
"476262","0xd7cfccc63b5f0d5b772a500632a3e062490a7927","","7/9/2021","1","3"
"476263","0x1cc214f8e3a9977c0019bab3ef8103db50c0ccf9","","7/9/2021","1","22"
"476268","0x3f31bde678303320f19a677b8ed2a4a0739daca7","","7/9/2021","1","11"
"476269","0x1809754df5ac133a1cc7d4eaf45ed38cf9b39ec8","","7/9/2021","1","432"
"476271","0x4d640d6d2cae44c3192a70dc1179aa890484cc7e","","7/9/2021","1","9"
"476273","0x75cd58a01883c6a115a1293c4dd4ce67d11928f0","","7/9/2021","1","18"
"476277","0x67e867607d16c010bee44925e0217814bbebd801","","7/9/2021","1","16"
"476278","0x8c126eb5ada6c61f5b48e9791d5d539576af87cb","","7/9/2021","1","10"
"476280","0x856a6b90c32bb4b27565660085bbcf3a45aa5172","","7/9/2021","1","66"
"476283","0xc2d5d3b205cd722ccf7dd16ea6fd445f1af467bb","","7/9/2021","1","3"
"476285","0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9","","7/9/2021","1","13"
"476291","0x6e71ea384655db9914afb7eee3e9f80b62a51587","","7/9/2021","1","1"
"476293","0x3aaf1cb151c85484c862b56b7db7d82488432fcf","","7/9/2021","1","5"
"476295","0x06dc0cbf44eed256c5975210095be703504a4541","","7/9/2021","1","102"
"476296","0x88bd87b06b72e2afdfe83cfd0e2788ffccab8679","","7/9/2021","1","3"
"476298","0x95bd75d85c9e9f205d3d6edf3496f8b6864090ab","","7/9/2021","1","13"
"476303","0x540c44ff7b71f2487cd11aaf53aec1a85bfe8f7a","","7/9/2021","1","8"
"476305","0xec3d2e3ebefc0cca346e749e42374c29270f5371","","7/9/2021","1","2"
"476309","0x2c86cdea711ea8c650c3939b4e7690ebb12d5fd2","","7/9/2021","1","47"
"476310","0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f","","7/9/2021","1","15"
"476319","0xa52dc02ce1400e9f422f6e66bb76d32b633ce9c7","","7/9/2021","1","4"
"476321","0x500f736f569b801e12cbdd5d8116ea0717512520","","7/9/2021","1","16"
"476325","0x49087eb6f9529eb02a508fb820d7b4d0b52e4881","","7/9/2021","1","616"
"476333","0xdc99de2b50984269d5dd976766cad8d9eb9cff94","","7/9/2021","1","31"
"476334","0x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5","","7/9/2021","1","352"
"476335","0x73df3559f3224f85258c160d3e17bdb9d6288ff4","","7/9/2021","1","13"
"476341","0x543b65d285d708b6f23d667a0cc554fb22b458d7","","7/9/2021","1","278"
"476342","0x5d46ed7405a8a87492cd139fcd38bce60cb5030e","","7/9/2021","1","191"
"476345","0x3d068f0ea96c46d969b871e0b377f206683541b8","","7/9/2021","1","54"
"476349","0x810d3aabbbf8cbcff5c256f2b0621c4941f8b139","","7/9/2021","1","244"
"476350","0xe626e8ca82603e3b44751f8562b5ed126d345140","","7/9/2021","1","115"
"476351","0x5c63b361cd0476d3706e1064b112f671de0dc23f","","7/9/2021","1","218"
"476352","0x242f20589e3aa594d5014a58501f376861984f65","","7/9/2021","1","170"
"476353","0x76024694ed557264719683b0ceab8df1a572262e","","7/9/2021","1","93"
"476354","0x9155881a99c41620edfc889e18ec180cdd567bc6","","7/9/2021","1","235"
"476356","0x6cad957812f1bb9ab9364f20cfa15482bce9de77","","7/9/2021","1","41"
"476357","0x88d9b709ddd27dd1dd1c761352e52a1c96bc78e7","","7/9/2021","1","8"
"476358","0x910c60c049d833a7fd2f5bda310bbea1c5fa3598","","7/9/2021","1","267"
"476359","0xa7c49f85f94bc1cd02c429a5491167a4781521cc","","7/9/2021","1","227"
"476360","0x4b771e3421d4fbecc6eb67a26af77aca85ef2ac3","","7/9/2021","1","193"
"476361","0x101aff216865f56e7653b2a0c6f714980606f072","","7/9/2021","1","42"
"476364","0xf4c7e772f24c10e3ce60ce549059a021f60c911e","","7/9/2021","1","60"
"476366","0xea921acfe2d96d30690e06b5d4d64be6e1192ce6","","7/9/2021","1","13"
"476367","0x501783e585936116220b5028c4c22dc9fdb991bc","","7/9/2021","1","173"
"476368","0x084d8e1fb72a105af956ebbf76ce8bd159eed8b9","","7/9/2021","1","245"
"476372","0x5eee4c61d5e63486dcd3eb4ad445403c9e1bb413","","7/9/2021","1","12"
"476373","0x192420795e6a2c80c4a90f8a380d792145985f27","","7/9/2021","1","99"
"476375","0x59547307d27c330a23354d2a344650bf279d7523","","7/9/2021","1","113"
"476376","0x745ebcbf5916914fe098c2db546501a206485870","","7/9/2021","1","359"
"476377","0xdcf6680ebac3908ddaeb41b4e567f19d67075cd7","","7/9/2021","1","274"
"476379","0xfafdea36df539b4797c88e3fc0103b8878364b19","","7/9/2021","1","1"
"476380","0xc95cfd9aa84a495d020660bea6571c4cb85c3038","","7/9/2021","1","259"
"476381","0x6350e1a72158e16a28b064ac49b1c9cfeb8aeef1","","7/9/2021","1","8"
"476382","0x5ae31e7ada23f754f62052ccb9da1cf281e2fba2","","7/9/2021","1","4"
"476387","0x16458d6563e02ee371544096ceb89dc32316c3dd","","7/9/2021","1","9"
"476388","0x9b5a2ce7faed24eaebfd1108dd4b97644b919406","","7/9/2021","1","6"
"476389","0x8dcbbfb22d55a46fe78e8ce5b16b2cd602d20223","","7/9/2021","1","40"
"476390","0x9308cf07c7110176179e9a0fbb92c09c032963c8","","7/9/2021","1","17"
"476392","0x2f1f1339481746683c47e8713949e6744e7ef8cc","","7/9/2021","1","24"
"476393","0x234de2d06ee7e098b50f9ab1e15f4125bda02b67","","7/9/2021","1","6"
"476395","0x541ffd67537185cb4abc2b028795c2bf4ac6c45f","","7/9/2021","1","70"
"476397","0x7cfa1563db3c8495efb869a2858e236a8ccf8ca2","","7/9/2021","1","10"
"476398","0xac19baabe85dd01b94fe1528c24a9472a4d9b583","","7/9/2021","1","11"
"476402","0x75ba5ee883c2ede43282bde16e38d6ca8edccdf3","","7/9/2021","1","159"
"476405","0x15cfd653015f4620171a54466672d174d0e74d2a","","7/9/2021","1","10"
"476408","0xad549c7fcf1bd3e57bca464d9dce0a0d561599d1","","7/9/2021","1","12"
"476412","0x254bd5fb03e2d387293721d989fb3e6dff5dcf71","","7/9/2021","1","185"
"476414","0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc","","7/9/2021","1","255"
"476415","0x0a4de625aa7624dd72cb09a41a6e52fce1993310","","7/9/2021","1","15"
"476416","0xd74aec3555965b70204a2f07f5626509fd2134d7","","7/9/2021","1","53"
"476417","0x858e517a8e5c28e7d2fbe081a739f0276e85e69b","","7/9/2021","1","145"
"476419","0x6f3924e9158c74d344bf578a251bcc2ef41f8f50","","7/9/2021","1","8"
"476425","0x4c5f4f9df7968b0db448526162114a04f3462bad","","7/9/2021","1","147"
"476430","0x0aee7893ca0387cfab680e402f325e995712fff4","","7/9/2021","1","106"
"476434","0x83e874e6314cddb543fe5fe500ebb05d5b7cf183","","7/9/2021","1","33"
"476435","0xb871d6b530ee3c21e8b098bc99f39bff5c0dcf32","","7/9/2021","1","9"
"476438","0xdf823f05ec88a26d4a200ee519a1c66b631c4877","","7/9/2021","1","12"
"476441","0x4f8c2d5397262653cd8956cb977a0ba3660210c7","","7/9/2021","1","23"
"476443","0xb48d6c33a96f5519c82569b478fcd723b3a94a2a","","7/9/2021","1","8"
"476447","0x73641ee05a9d6a8a23d3188ea13b690a078eac05","","7/9/2021","1","19"
"476449","0x60327474805563755242df32eaf00e0c48168782","","7/9/2021","1","14"
"476450","0x679e21a0ed6a30ee97a33e04d8009654f1d763e2","","7/9/2021","1","9"
"476452","0x72b2cb558bf17f9e5aa40754a4e26ec480c07554","","7/9/2021","1","173"
"476456","0xa1a233242d67a37776c43c38fe22ca6da9a09ed6","","7/9/2021","1","138"
"476466","0x6222cedf294390d754c10065b31117d856b22ad5","","7/9/2021","1","9"
"476472","0xaf43d3c6a1362ca33fbba27d16959deb454f72ae","","7/9/2021","1","126"
"476478","0xa62e59a099989cec789bc1c148c624a2b3a0bff3","","7/9/2021","1","199"
"476479","0x8b9a05f50bf3257826b0fefc0af3f58951ad662e","","7/9/2021","1","169"
"476480","0xf4a6a2f446d59f6ce84f86925547d21725d84223","","7/9/2021","1","162"
"476481","0x8c2e843664be468522769b0d1b3b604a17962249","","7/9/2021","1","191"
"476483","0x47c7fe4084a06aa6f5ee6e14afac191ba5b63dc5","","7/9/2021","1","129"
"476484","0x8f42d9bd16282f0ec86a2d808c970493f43f108c","","7/9/2021","1","74"
"476485","0x2a19073a06723feb04f35b9ab14370b13df2d228","","7/9/2021","1","68"
"476490","0x73ce4c69c1e4b26b324f62da4a2439bae8957d38","","7/9/2021","1","124"
"476492","0x6cdb55bef9b5a9053608fedee7d67de2539c79ea","","7/9/2021","1","66"
"476494","0x7a90e511afc46e513ae31d578326894f97bf79e6","","7/9/2021","1","63"
"476495","0x3f9ea9383cd427e108fa9b5af2e9ae43bf331702","","7/9/2021","1","52"
"476496","0x859a8e0ae06b4912da619938c5469c01d2a2b7da","","7/9/2021","1","6"
"476498","0x1ccc7f72596e86ab6e8fd9c93ac5b42100e27aa1","","7/9/2021","1","45"
"476500","0xadad9bb36c5d21401e18a4277eab60ad4ed2a3f7","","7/9/2021","1","109"
"476502","0x6a579b9f5360f3f3d1481447fd6f42bc21a41b93","","7/9/2021","1","42"
"476503","0x24d2258d815dbcd3cd43bf1828af80e7e9c8e0ce","","7/9/2021","1","40"
"476504","0x91eba967d72c0a10d4e9299c2ab2d93ad44b37f5","","7/9/2021","1","40"
"476505","0xb244a159a87d6f6c5513d42e7a34fbe043c9ddef","","7/9/2021","1","38"
"476510","0xc39c8e7f820ac3b32283bccfe367870a290f9035","","7/9/2021","1","88"
"476511","0x5b549ec43a9b21b9c1aa9c00c1474f687ea3d460","","7/9/2021","1","37"
"476517","0xfbe2407ff5678df1dded7808b9658ff1b8d2a4b8","","7/9/2021","1","2"
"476526","0xcd6b9fb0d134017c39b86bcc18edaa02dcc6e4e2","","7/9/2021","1","21"
"476529","0xedd049c56b804bcdbf7e704cc312491e3d50485a","","7/9/2021","1","17"
"476530","0xde50c929976f406928aea20cb56333c4fc5c574d","","7/9/2021","1","1"
"476542","0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733","","7/9/2021","1","14"
"476561","0x45913a59b1830f97152b3eff60002056573e9089","","7/9/2021","1","13"
"476562","0xcbcc36af59675e7b291dcbcf7c5adc7b9894969d","","7/9/2021","1","38"
"476564","0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82","","7/9/2021","1","66"
"476567","0xa0254f19d987d8bdba12a278b2d207a317d050aa","","7/9/2021","1","24"
"476570","0xec07ce9c26bab652e14d81e6278da3a6ea5004d6","","7/9/2021","1","32"
"476578","0xc22824c25513dee409aa6453742094a01f594846","","7/9/2021","1","5"
"476581","0x75c1e14cd2d114686bd5b765fcfe376176e41f1f","","7/9/2021","1","66"
"476584","0xcba8f9b1403737beb6cb1fbed205f20878f388c1","","7/9/2021","1","26"
"476587","0x69423a88dbeab0177e935a5c63a79f5e576f5c06","","7/9/2021","1","29"
"476589","0x00d2432e6af76a8150a7609d7ff11dbe44de8e14","","7/9/2021","1","27"
"476590","0x5cac4a6ff0c0c90053f0204e8caf1b707bc307e6","","7/9/2021","1","3"
"476591","0x90b0dec1f1bba847015904c115b8a99bf22925c5","","7/9/2021","1","57"
"476593","0x66300889afb808626498c28e3811bb9b06a014ad","","7/9/2021","1","13"
"476594","0xfd2a31a8a19f747ec416cdc46ffc432da366073a","","7/9/2021","1","12"
"476596","0x8b6f82d834e49cbeff2e7ff1b798c3124a68be04","","7/9/2021","1","30"
"476597","0xd942010f8808996a682502df5d5b2af7fcbc7318","","7/9/2021","1","39"
"476602","0xcd78829b418e18b85d4e0acdf2fbfec610ff025e","","7/9/2021","1","27"
"476605","0xf7e0ef9177e01d5871dfc59714510b44c9918622","","7/9/2021","1","27"
"476610","0x85e41d90d865101bf78567446e2e24ecd9389349","","7/9/2021","1","6"
"476630","0xf712f6fdc2f0385041e6ad2f73774d7cd8f2b278","","7/9/2021","1","13"
"476636","0x087a1947768e5b1d0ab8aca3dcfd879d029e80a1","","7/9/2021","1","55"
"476638","0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa","","7/9/2021","1","7"
"476645","0x5c5a0837f88f96d8dc5177dcdd02570c740f304a","","7/9/2021","1","5"
"476656","0x044cd5f498ddbf0ea854ab4bc96110756b26de97","","7/9/2021","1","16"
"476657","0xa8d08af73f7df1807774e56e114ff3dad4666165","","7/9/2021","1","6"
"476659","0x0bc962c4c7f91f9cc31e5a4b06cee3e7ff88ccc8","","7/9/2021","1","13"
"476670","0x6fadd14635ced43a8c2eaf11894d2771524ac2c2","","7/9/2021","1","40"
"476672","0x0b1f9e300e6e4b4c25cc73c53c8aa700e552f99f","","7/9/2021","1","3"
"476676","0xbef33200077a2a2ac3613ab92488b41ffc39ace2","","7/9/2021","1","10"
"476678","0x2deb5530072dad2a46a3d00d8efb21f3685ebec1","","7/9/2021","1","67"
"476680","0xddcdd2e4d5b0397537f485a72d971b403423403b","","7/9/2021","1","3"
"476682","0xfda01b765ed17bd971e970a24c568513baac43ed","","7/9/2021","1","14"
"476733","0x10885d398a327e413e0f59ad8b41339e0ff18ff2","","7/9/2021","1","514"
"476756","0xccd22ac32ee87ce05dfbc6abcf37bc69bdea6a47","","7/9/2021","1","12"
"476845","0xadf19bd8c637b3241e25e0d60ff78f598008ecc0","","7/9/2021","1","433"
"476946","0x09b4c85cab2a58a60cfba940526133a138a15d30","","7/10/2021","1","3"
"477303","0x91564f0d22ef831f7eefbbde49ebc15705592240","","7/10/2021","1","10"
"477308","0x506ade0a94949db63047346d3796a01c09384198","","7/10/2021","1","199"
"477311","0xd1bc2dbb8ebc0707ed89499116040a3efc3f97f2","","7/10/2021","1","148"
"477312","0x8e67f585ea4b0fbbc05cede51d346b269e322a33","","7/10/2021","1","128"
"477313","0x3b9d5114c279ade3dd99b5a14218c645f6ad433a","","7/10/2021","1","84"
"477315","0x83db1678abe5281ccd960bc5c3eb5d5761cbd5fd","","7/10/2021","1","68"
"477327","0x4dcfa5bc5fb290c1ab81d0dbac31f2e7414972f4","","7/10/2021","1","17"
"477555","0xa9eb52b347bc76f95745a92dd1e1c3986bcb1e2c","","7/10/2021","1","22"
"481433","0xa7c4fe5d0c409d6a1618f082857bfe8e781864c4","","7/10/2021","1","226"
"481435","0x2637345813ced8370b17fc033bbe688611f36cb5","","7/10/2021","1","195"
"481436","0x0ffd0ec967f92db20f59cc9668c216d8fb5c24f2","","7/10/2021","1","155"
"481438","0xb936e9d14b819796ca0e1576cb6ce8f438e04848","","7/10/2021","1","166"
"481439","0x35a10dc60fd61cc28ef5a07766b0fca2440f5596","","7/10/2021","1","130"
"481442","0xe806b664602db7913cdb81665b9b0ca36a8f32eb","","7/10/2021","1","100"
"481444","0xb6d7fd1bd6213d5fc4b3bf8941d03801d492bba8","","7/10/2021","1","124"
"481445","0xd6a7fc31a693606079dddba8fb3e696459743d8c","","7/10/2021","1","114"
"481446","0xf0e1fe6d748ab6e1e32a2b85aa9e26d0b46e3f1d","","7/10/2021","1","111"
"481447","0x6cee5e950fce0c8b1b03e97d4069f845149d1669","","7/10/2021","1","95"
"481448","0xdd021698cf58d87716cbfde53f89170742f3f5d7","","7/10/2021","1","130"
"481466","0xc6a76d7deb04569cc4af3164eb260de096b47148","","7/10/2021","1","231"
"481528","0xf5ba7ba31bb7c50140515a7ca204d675520064fa","","7/10/2021","1","155"
"481902","0xbbd4d22e85f87651c04f1be5b9bdcac5e67afecc","","7/10/2021","1","49"
"481910","0x71a05e165cd195c63822901c1c7960e8b75c79ba","","7/10/2021","1","48"
"481919","0x5035eae2c040a6b38a0a8e2d5a986934fa540e03","","7/10/2021","1","47"
"481924","0x6f5400c0294cd9458347d7015235716ee6a3fb31","","7/10/2021","1","44"
"481932","0x325fca6f34746fa8591ad17c56903de6ecb15029","","7/10/2021","1","45"
"481938","0x84546ff058ce8c043650089dfa2b505db034b5d4","","7/10/2021","1","52"
"481945","0x636f3b6f2edfcff7c0f78b44877e53d94907a6ed","","7/10/2021","1","42"
"481951","0xa7a92bbccc5727071011994a6312dd1ba4fb0bca","","7/10/2021","1","40"
"482000","0x0f60e23f654b634583b5f69c05960eda328c5172","","7/10/2021","1","48"
"482006","0xf0ae11df3f9a436ba8049048d41e6c1301f93c17","","7/10/2021","1","47"
"482012","0x487f5c1201196b4e81b75d4fd4d24633822a7dfc","","7/10/2021","1","42"
"482047","0xaa2664ac2e6e17e69df763ebad0f4f7004ee3e0e","","7/10/2021","1","42"
"482058","0x341f3e7ec571f7e4f6dbd2be674a5ac999698672","","7/10/2021","1","41"
"482482","0x641ad1df6460ed6a783ded42d3ffd7a327eb8366","","7/10/2021","1","48"
"482483","0x770752b48839c4d35b5157dafc128b2662e6c0b4","","7/10/2021","1","82"
"482858","0x8726b2b95badea1605d645af5daf164349c76c9b","","7/10/2021","1","40"
"482865","0x9659f26522d1d4b68439f17952ec308f4f1c1ac4","","7/10/2021","1","38"
"482985","0x37be19965a4042069b074f443edf8fa56b315115","","7/10/2021","1","36"
"482991","0xb44dc0dc8468c400a58b17b8ffa234deeeb24acb","","7/10/2021","1","35"
"482995","0xf48240c9b4a2316339aeba09a104094b82013e84","","7/10/2021","1","36"
"483002","0xb3b65dd7edc805f03f4d82647fe45176ee21f29b","","7/10/2021","1","49"
"483008","0x212f3673d0c8de522b056104537496a1c217b0a3","","7/10/2021","1","49"
"483051","0xb17f5a023d9e4208524ead97e1f63c7c67644ac0","","7/10/2021","1","49"
"483066","0x66cba86acf3e74f0e43c9e0b18f7b0ef4c719c7f","","7/10/2021","1","50"
"483081","0x282336237f1af60378114a7b9d922fe24e8bf932","","7/10/2021","1","51"
"483260","0x885d9fc0bfedbb701e060fa4340fe5ad4ea4b58a","","7/10/2021","1","49"
"483400","0xd5e4a50d1c46d87108d51138e8af950281eafdce","","7/10/2021","1","50"
"483416","0x7632d10a2eac3a95fa04b9fbf399e32130f7defc","","7/10/2021","1","49"
"483422","0xa827001dba5af9976dbd91d0bdcd39e2680aa554","","7/10/2021","1","49"
"483429","0x82667aaae259462d44aa944ffa8121f652bad839","","7/10/2021","1","52"
"483448","0x398c14410c25ba04b901bb21b5233445bcba3e5e","","7/10/2021","1","56"
"483475","0x9f8005d3abf35eaabcb41609c95e6f6c82b02537","","7/10/2021","1","56"
"483490","0xff99e146db831ccb0049fee68ff9c208cab81ef9","","7/10/2021","1","56"
"483519","0xbb36ccb724b03cf5a4f2001f45f6a0d4e448e7a2","","7/10/2021","1","56"
"483545","0xc1336bb60a53b10c43bbffa0a18ba231a83fdd72","","7/10/2021","1","53"
"483553","0xa6257f963a16c3ad7ad394603e4055d8e2d36430","","7/10/2021","1","48"
"483566","0xcd3e0aa5a03a3057e8f0ec7379499b814fb9d235","","7/10/2021","1","52"
"483673","0x254be969f9c8f87320291698112d24973a17aa75","","7/10/2021","1","47"
"483677","0x4d04e2f6aef3ee6cfb067c86ad7db8f5bb3a2b4c","","7/10/2021","1","46"
"483685","0x1dae18ee377158e41e92d14c4edf836f7551d293","","7/10/2021","1","40"
"483877","0xab6c6af87f114e22b31dc05407fc7ed75badf730","","7/10/2021","1","59"
"483882","0xec6fb872b20182157b8de009e949ac5f493248f0","","7/10/2021","1","53"
"483892","0x81a1d18f86466acb662796dc155cd16bba9841ad","","7/10/2021","1","52"
"483910","0x6192dcafe2e0f58be4617dec22b45dd569bdbc8c","","7/10/2021","1","53"
"483946","0x18f3080f115da20fb8cfeb5897ab418bf0cbb8bd","","7/10/2021","1","50"
"483969","0xc3eac2d5f50d4ccf4518b1bd52c705eff665a466","","7/10/2021","1","50"
"483978","0x0b79006fbb42e410062e52ae98641bea21d9d5a2","","7/10/2021","1","51"
"483983","0x2d96f705079d577dfa51f09e79c47a2d37a04227","","7/10/2021","1","48"
"483986","0x5e076cfb6bcae640d3e30a1d291f653b17c82d32","","7/10/2021","1","46"
"483995","0xb3da4c9e3cb5be6ad805708b50b88e5cea8666c7","","7/10/2021","1","45"
"484032","0x664680d8245ec939b9713d13cd2cb30d257652cb","","7/10/2021","1","52"
"484073","0x7c136708f02bcdf753d0ef7163308dc5915718e3","","7/10/2021","1","51"
"484093","0x8eac933ee54c40cee8698b1fbd7b639a154f5398","","7/10/2021","1","50"
"484102","0x9d4676a418e0a34b09eed2b374c596960667049c","","7/10/2021","1","48"
"484112","0x2bf4bc0942992dbe6306e2a734f9b9f20157ab86","","7/10/2021","1","48"
"484158","0x13679c23d6405f712ac97ea55c890747ce8ac940","","7/10/2021","1","41"
"484185","0x96907680834799075328c95de1c5cae869f7a964","","7/10/2021","1","47"
"484199","0x48ab1e42431206c68f58ff120282bab57c268992","","7/10/2021","1","51"
"484203","0x4b6a5138b4907bd48224a176152d784aba64f054","","7/10/2021","1","49"
