"ID","Owner","ENS","Claim Date","Tx Count","Power"
"317149","0x31562d5959b37e39702c0f94d06ef155489d9359","","6/4/2021","1","10"
"317151","0x06dc0cbf44eed256c5975210095be703504a4541","","6/4/2021","1","85"
"317153","0x6fec6cb90d4bc025d5249f299d640d66fcbfb6eb","","6/4/2021","1","26"
"317156","0x856a6b90c32bb4b27565660085bbcf3a45aa5172","","6/4/2021","1","46"
"317157","0x0a9ccba894168aaaa03f03753f631d0a902303d7","","6/4/2021","1","7"
"317158","0xc6317e94699c7f4b10ff27b4d16ff90aa0a95bc6","","6/4/2021","1","9"
"317162","0x7b3bddf3af1d6e160d57887ff4516cb3c3add495","","6/4/2021","1","11"
"317165","0xafa6f7a00e089059db60268ad230af5e311c440c","","6/4/2021","1","16"
"317166","0x6b5e2cd96bd6038bf28e10cf21f7e67805259715","","6/4/2021","1","11"
"317167","0x1cc214f8e3a9977c0019bab3ef8103db50c0ccf9","","6/4/2021","1","8"
"317168","0x50017fc607da965b6dd12f61c8a6560dfe2df927","","6/4/2021","1","12"
"317169","0x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f","","6/4/2021","1","19"
"317170","0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9","","6/4/2021","1","140"
"317171","0x9311d45341b284900711f9bc155ce2e381248c29","","6/4/2021","1","6"
"317172","0xa9eb52b347bc76f95745a92dd1e1c3986bcb1e2c","","6/4/2021","1","6"
"317173","0x2d1e7b6e6284409e16991de76d2a82847a7d61c5","","6/4/2021","1","9"
"317174","0xe71efd5865a42cb0f23146dc8e056dba4e67e9b7","","6/4/2021","1","15"
"317175","0x7cfa1563db3c8495efb869a2858e236a8ccf8ca2","","6/4/2021","1","5"
"317176","0x51ec15594230ddf21a7ea5a4ac392bb8dbda527e","","6/4/2021","1","36"
"317177","0x83111e1888c1e49e8703e248edeaa34ef868a1de","","6/4/2021","1","18"
"317178","0xedd049c56b804bcdbf7e704cc312491e3d50485a","","6/4/2021","1","7"
"317179","0xae91cb00c413a8d6089ba0bc8bf66fba47a912ea","","6/4/2021","1","19"
"317180","0x0f1d41cc51e97dc9d0cad80dc681777eed3675e3","","6/4/2021","1","6"
"317182","0x1fbb06e5df7479be3b021cdea3271c61235ff1d5","","6/4/2021","1","6"
"317183","0x756085e47e85a1c35096112f42f3d3fef17ee35b","","6/4/2021","1","7"
"317184","0x6bfd30747ba72ac7bb2f20d6138e1312020fafe8","","6/4/2021","1","4"
"317186","0x4f5695d12c30eae448c5f38023b12572e483453c","","6/4/2021","1","3"
"317189","0xb6ac0341fcf3fb507a8208d34a97f13779e1393d","","6/4/2021","1","8"
"317191","0xe93fb6784e7cec8fb8d283a70295df714f3c0db7","","6/4/2021","1","6"
"317192","0x461cde402c6b945036df1b49f2703fca22b23d7b","","6/4/2021","1","14"
"317194","0x2f4e6674b0a2a7443bc0c890cdc8a5b5a9e6ab35","","6/4/2021","1","2"
"317195","0x622b9ee601a434e32d52dcdb70391fed7b2fc4a6","","6/4/2021","1","5"
"317197","0xdfe7ad3e0cc6fb0798e66c67c72927c49fc42478","","6/4/2021","1","5"
"317198","0x13aaf0994ffdb35bf32ddaf6e18b6efdd25a0808","","6/4/2021","1","6"
"317199","0x67e867607d16c010bee44925e0217814bbebd801","","6/4/2021","1","6"
"317202","0x08262c1a9279e65633291b5fda5d123fbe77b931","","6/4/2021","1","16"
"317207","0xe01a97fc4607a388a41626d5e039fdecbfc6acd9","","6/4/2021","1","8"
"317208","0xae9d5647400ce620dcf954b0f822976ced9a6504","","6/4/2021","1","3"
"317211","0xfda01b765ed17bd971e970a24c568513baac43ed","","6/4/2021","1","7"
"317212","0x0a4de625aa7624dd72cb09a41a6e52fce1993310","","6/4/2021","1","12"
"317213","0x7a5ec1f07e30ae65ed1daf82141546896535203a","","6/4/2021","1","26"
"317215","0xae059b2bc5397ebfbf523873545edcae340bee5a","","6/4/2021","1","19"
"317217","0xddc22fbc4559feff07fb35cda96a636aebbd2aa4","","6/4/2021","1","8"
"317218","0xc220e4c353bd27b6514a9be0670baffcc6a14480","","6/4/2021","1","8"
"317219","0x5eee4c61d5e63486dcd3eb4ad445403c9e1bb413","","6/4/2021","1","6"
"317220","0xac19baabe85dd01b94fe1528c24a9472a4d9b583","","6/4/2021","1","5"
"317221","0xdfdf2d882d9ebce6c7eac3da9ab66cbfda263781","","6/4/2021","1","9"
"317223","0xb464ca834796272e08dc6460940b281b046a2cee","","6/4/2021","1","4"
"317224","0x4d213f2b5230f2cfeabec289c2ce4ab17ab01c87","","6/4/2021","1","4"
"317226","0x75e496ab4308be46ee5d0836d928cc6f86655efb","","6/4/2021","1","5"
"317227","0xd2eca69f59fa551c902bb34ce4e889b3bb635c4a","","6/4/2021","1","5"
"317228","0x2b18233fb4306a705471a7271c018ce0ff7dd754","","6/4/2021","1","5"
"317230","0x0c5dcfd02953f0b5ff4a2971fc2d80dddea9ab01","","6/4/2021","1","5"
"317232","0xe47776747226b3ab7460a1ec72bafe530c3c8cc2","","6/4/2021","1","2"
"317235","0x51df7a457ae235225c740d85b6a65573ba81b211","","6/4/2021","1","2"
"317236","0x838b092f3f5f537c1050e22fed0a3710bc4d2b9d","","6/4/2021","1","2"
"317237","0x1aa963e68cfde4dab1df1e15e70b2bb4103c4848","","6/4/2021","1","4"
"317238","0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9","","6/4/2021","1","6"
"317240","0xae516bb25c4affb47a05c9956382d48ce355265f","","6/4/2021","1","2"
"317241","0x4c2f62d6f34388a8d134907fea723e7ed902fe22","","6/4/2021","1","18"
"317242","0xe27182da732df48f5a9be7879f3724ea1d1635a6","","6/4/2021","1","8"
"317243","0xbe3f82034778fbf474060f7d4a032f592559ab4d","","6/4/2021","1","2"
"317244","0x8798236bf38f61ff10103e8cdbc98f2166aed6f1","","6/4/2021","1","2"
"317246","0x500f736f569b801e12cbdd5d8116ea0717512520","","6/4/2021","1","3"
"317247","0x910176d294afa2cd017928ca92a0bf5a01152194","","6/8/2021","1","7"
"317248","0xbe2909813f6f850af99c8b968febf6eb884f1454","","6/4/2021","1","3"
"317249","0x59e7cce8bfa333ab4f1ed7f054a3510bef6041e7","","6/4/2021","1","5"
"317251","0x4d640d6d2cae44c3192a70dc1179aa890484cc7e","","6/4/2021","1","2"
"317253","0x001d6bf1898dd15ba388d97e83f4960fdaef1dc7","","6/4/2021","1","7"
"317254","0xfc783f00ad1eb798cda2deece3bba749bf783539","","6/4/2021","1","6"
"317257","0xb09861246e4149afa18581449c0bb6d4f56bfee3","","6/4/2021","1","9"
"317259","0xdbbfbd478b731d41394a90ad42f43280ac49f016","","6/4/2021","1","2"
"317263","0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733","","6/4/2021","1","11"
"317267","0xeba9717a3341e5750be43256c91ae068fdb01a27","","6/4/2021","1","6"
"317268","0x1b4bcca2636f7106207813f9e07d80d861baa705","","6/4/2021","1","6"
"317269","0x66fb20f5d6a4ea8b1aed0b23a36fd80bef7a33c2","","6/4/2021","1","5"
"317270","0x679e21a0ed6a30ee97a33e04d8009654f1d763e2","","6/4/2021","1","4"
"317277","0x6f00ad0238e20646e3b4e87dc9c8319649156834","","6/4/2021","1","5"
"317279","0x338f603755412f64eab9a3fe9d2873e0d8c536d8","","6/5/2021","1","2"
"317281","0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f","","6/5/2021","1","9"
"317286","0xad22fafb246da9d352a9f8f9c7864b9f1fc77d04","","6/4/2021","1","4"
"317293","0xfd2a31a8a19f747ec416cdc46ffc432da366073a","","6/4/2021","1","6"
"317297","0x9f64e6a575f50d7c8c5aea4be962f86ee2c5ca31","","6/4/2021","1","10"
