ID,Owner,Claim Date,Tx Count,Power
387170,0x5c57abd3548b87ef9babea37ed3abd51fad523a3,6/25/2021,1,15
387174,0x3a009adbd3355e6e56e7d8e6489e939316651adc,6/25/2021,1,1
387184,0x910c60c049d833a7fd2f5bda310bbea1c5fa3598,6/25/2021,1,71
387185,0x20899581e708e1a44fd05edc82db0c81f3bae706,6/25/2021,1,21
387190,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,6/25/2021,1,45
387193,0x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5,6/25/2021,1,157
387197,0x705360aa5ee97311e91c0375a27a18527538e3a4,6/25/2021,1,8
387200,0x5d46ed7405a8a87492cd139fcd38bce60cb5030e,6/25/2021,1,36
387203,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,6/25/2021,1,28
387213,0xfea4661d76a9e559260cbf8c067e1f27b3e7d141,6/25/2021,1,5
387219,0x73df3559f3224f85258c160d3e17bdb9d6288ff4,6/25/2021,1,10
387222,0xbe2909813f6f850af99c8b968febf6eb884f1454,6/25/2021,1,9
387229,0x3d068f0ea96c46d969b871e0b377f206683541b8,6/25/2021,1,45
387232,0x9b5a2ce7faed24eaebfd1108dd4b97644b919406,6/25/2021,1,5
387237,0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f,6/25/2021,1,13
387247,0x1809754df5ac133a1cc7d4eaf45ed38cf9b39ec8,6/25/2021,1,245
387260,0x170c3d36b7b6fa957c8b454c416f66c4085971c7,6/25/2021,1,5
387280,0xafa6f7a00e089059db60268ad230af5e311c440c,6/25/2021,1,29
387289,0x8dcbbfb22d55a46fe78e8ce5b16b2cd602d20223,6/25/2021,1,33
387298,0xb09861246e4149afa18581449c0bb6d4f56bfee3,6/25/2021,1,17
387307,0x234de2d06ee7e098b50f9ab1e15f4125bda02b67,6/25/2021,1,5
387308,0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82,6/25/2021,1,26
387319,0xd9d9bf6337dd4a304b4545d06b85c970cd1f98a4,6/25/2021,1,119
387323,0x15cfd653015f4620171a54466672d174d0e74d2a,6/25/2021,1,9
387332,0xc6317e94699c7f4b10ff27b4d16ff90aa0a95bc6,6/25/2021,1,17
387337,0xc22949e5cb741375a78b213e7cc54eba8f9387f2,6/25/2021,1,25
387340,0x822421a748085d025614540449e506bde6507f9b,6/25/2021,1,1
387341,0x5a375a93672b8535cb1365534003f507287a1816,6/25/2021,1,11
387344,0x531bf2ee7050cad7ab1d2536de38185805f508cd,6/25/2021,1,4
387350,0x1fbb06e5df7479be3b021cdea3271c61235ff1d5,6/25/2021,1,13
387351,0x91ca5ad243c706e2e92adb6ebeffbc7644f63338,6/25/2021,1,6
387363,0xda93c8286c47990e922406016f7eeddbe41d9702,6/25/2021,1,7
387382,0xf712f6fdc2f0385041e6ad2f73774d7cd8f2b278,6/25/2021,1,10
387384,0xe27182da732df48f5a9be7879f3724ea1d1635a6,6/25/2021,1,13
387386,0x66300889afb808626498c28e3811bb9b06a014ad,6/25/2021,1,10
387387,0xfa20d0e606e3ed73dae6ce3b3744cbe4b25a4002,6/25/2021,1,5
387389,0xcd6b9fb0d134017c39b86bcc18edaa02dcc6e4e2,6/25/2021,1,12
387390,0x5c700958be667204149c9adae1b4831c9df16622,6/25/2021,1,9
387391,0x1653e58b907caad5a9a39c9bd64c33acbf557273,6/25/2021,1,1
387394,0x044cd5f498ddbf0ea854ab4bc96110756b26de97,6/25/2021,1,13
387399,0xa0254f19d987d8bdba12a278b2d207a317d050aa,6/25/2021,1,12
387402,0xec07ce9c26bab652e14d81e6278da3a6ea5004d6,6/25/2021,1,20
387407,0xcba8f9b1403737beb6cb1fbed205f20878f388c1,6/25/2021,1,15
387409,0x69423a88dbeab0177e935a5c63a79f5e576f5c06,6/25/2021,1,17
387416,0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,6/25/2021,1,16
387418,0x8b6f82d834e49cbeff2e7ff1b798c3124a68be04,6/25/2021,1,17
387422,0xcd78829b418e18b85d4e0acdf2fbfec610ff025e,6/25/2021,1,16
387423,0xba333f8ff556bf35d38e102a98daf1c5f6d9d708,6/25/2021,1,12
387427,0xf7e0ef9177e01d5871dfc59714510b44c9918622,6/25/2021,1,14
387430,0x86505baa2ffac3444fbb9a53c6c75833d088c6c6,6/25/2021,1,12
387450,0x780f3308b5eeef72135f2843a90fe64cc0698fbb,6/25/2021,1,4
387460,0xea921acfe2d96d30690e06b5d4d64be6e1192ce6,6/25/2021,1,4
387469,0xd3f8d4322d18f7320912c18c88c55b3c8cd9d83f,6/25/2021,1,68
387473,0xd83551b29d0da46c9b6d105ef359e23aaf46e764,6/25/2021,1,5
387480,0xa38f82506c3ab79816d625ad286574133fc6f4e9,6/25/2021,1,87
387487,0x5a45fa1d4ffc1428dc50f9df6fd1643f1012a39d,6/25/2021,1,68
387489,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,6/25/2021,1,90
387491,0x30b4a5477314e3fbd0c22d6afcd71eecf4d9d22f,6/25/2021,1,12
387511,0x543b65d285d708b6f23d667a0cc554fb22b458d7,6/25/2021,1,183
387550,0x5d29b68aafb22c491977eacf7dfb1661d2832555,6/25/2021,1,10
387583,0x93f4c8f670578f6d10bf8b77826f04e9c3a4b9e2,6/25/2021,1,58
387680,0x254bd5fb03e2d387293721d989fb3e6dff5dcf71,6/25/2021,1,78
387692,0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc,6/25/2021,1,47
387736,0x4f8c2d5397262653cd8956cb977a0ba3660210c7,6/25/2021,1,11
387965,0xb30dd1198feed1e22ec969f61eed04cb75937adf,6/26/2021,1,6
389881,0x2deb5530072dad2a46a3d00d8efb21f3685ebec1,6/26/2021,1,28
389889,0x6c31c33837b132b0d8dacb08a5951e740d01dd1a,6/26/2021,1,21
