ID,Owner,Claim Date,Tx Count,Power
340015,0x0409d28e409448e543c610b369ee7d2b58c15f57,6/11/2021,1,4
340016,0x1cfac16b60337e67fa5ba094d8d9e00f291c09a3,6/11/2021,1,3
340018,0x8798236bf38f61ff10103e8cdbc98f2166aed6f1,6/11/2021,1,3
340019,0xf712f6fdc2f0385041e6ad2f73774d7cd8f2b278,6/11/2021,1,5
340020,0x5eb7d05fea0216e6af78765b701142c1e35b2a32,6/11/2021,1,1
340021,0x622b9ee601a434e32d52dcdb70391fed7b2fc4a6,6/11/2021,1,6
340022,0x0e16fa45c87caf641822e1c55b36dec5995209f3,6/11/2021,1,5
340023,0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9,6/11/2021,1,7
340024,0x34db2ba28fac5e7f3a42fc454430c0db93d49ac2,6/11/2021,1,4
340026,0x910176d294afa2cd017928ca92a0bf5a01152194,6/11/2021,1,8
340027,0xe5ab4af22e4e49a9fdbcf821fd477b69c37085e5,6/11/2021,1,1
340028,0xb6ac0341fcf3fb507a8208d34a97f13779e1393d,6/11/2021,1,11
340029,0x0b0e6e7235d67e35ea8d736766088a28c1985afc,6/11/2021,1,8
340030,0x2ef1ff80d38a13d3b02b545a8a406a45c711959d,6/11/2021,1,3
340031,0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,6/11/2021,1,22
340032,0x67e867607d16c010bee44925e0217814bbebd801,6/11/2021,1,7
340035,0xb464ca834796272e08dc6460940b281b046a2cee,6/11/2021,1,5
340036,0x13231b8432b457430f82c5044bede48d46a3d2e3,6/11/2021,1,3
340037,0x6350e1a72158e16a28b064ac49b1c9cfeb8aeef1,6/11/2021,1,4
340040,0x75cd58a01883c6a115a1293c4dd4ce67d11928f0,6/11/2021,1,5
340041,0x45913a59b1830f97152b3eff60002056573e9089,6/11/2021,1,8
340045,0x7ec6ffd8c5d5620903a22ce7a8b37d62e0e6559a,6/11/2021,1,6
340047,0xfa7513021002f7181333b773bf801dfd7fd91ce7,6/11/2021,1,8
340048,0x18035bb5dcff413940151cea396c7ab230072e0b,6/11/2021,1,3
340049,0x234de2d06ee7e098b50f9ab1e15f4125bda02b67,6/11/2021,1,2
340052,0x500f736f569b801e12cbdd5d8116ea0717512520,6/11/2021,1,4
340054,0xfe291d3bcc6db3752dd0c625b6afb9d6545fb80e,6/11/2021,1,3
340057,0x9e7006d9c43a032e1bbc8913c76c2209c86bb21d,6/11/2021,1,13
340058,0x800d2e35a0b9ba841db838ea4d20723d37bd2c52,6/11/2021,1,8
340059,0x2ad550206dc4fc17a740e37306298d5b9238c162,6/11/2021,1,55
340061,0xbe2909813f6f850af99c8b968febf6eb884f1454,6/11/2021,1,4
340065,0x1f4a01fea6a204cd5bf7461edcbd820e1143498d,6/11/2021,1,48
340066,0xd894de705b1fa1548c8c7ad1b827b32f6ca36475,6/11/2021,1,4
340069,0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f,6/11/2021,1,10
340070,0x0ae5d93f9562240702bf18e2924954b419b48b50,6/11/2021,1,24
340077,0xe22a229592ed7e512be2f7e780f3cd0a790bdb1f,6/11/2021,1,32
340082,0x338f603755412f64eab9a3fe9d2873e0d8c536d8,6/11/2021,1,3
340090,0x2b18233fb4306a705471a7271c018ce0ff7dd754,6/11/2021,1,6
340097,0xc22824c25513dee409aa6453742094a01f594846,6/11/2021,1,2
340099,0x192420795e6a2c80c4a90f8a380d792145985f27,6/11/2021,1,62
340105,0x4d26bc95c771d1d0a5c5e76297c8f53ffe5f6c19,6/11/2021,1,13
340109,0x08262c1a9279e65633291b5fda5d123fbe77b931,6/11/2021,1,17
340116,0x9daaad3989d9d3149a8620a8ef8ca5db2cddfc38,6/11/2021,1,4
340120,0xdc99de2b50984269d5dd976766cad8d9eb9cff94,6/11/2021,1,25
340121,0x2f1f1339481746683c47e8713949e6744e7ef8cc,6/11/2021,1,3
340123,0x10885d398a327e413e0f59ad8b41339e0ff18ff2,6/11/2021,1,233
340125,0x101aff216865f56e7653b2a0c6f714980606f072,6/11/2021,1,6
340145,0x85d2cc6e3c3fd8bd6ac259f8eea25698bd6e8704,6/11/2021,1,5
340146,0xc5fda9b6258b392f120db67202c605bf22c29853,6/11/2021,1,3
340148,0x7820fd2ca0ccaba83b3639a2d5343573b7989863,6/11/2021,1,141
340159,0x679e21a0ed6a30ee97a33e04d8009654f1d763e2,6/11/2021,1,5
340165,0x2430a7b44911ca015b1fbe08beb46bdd6d85e6e1,6/11/2021,1,112
340167,0x481bb04f60dd1f7d6ec0a3611ed8023e618697cb,6/11/2021,1,23
340169,0x6cee5e950fce0c8b1b03e97d4069f845149d1669,6/11/2021,1,69
340170,0xf0e1fe6d748ab6e1e32a2b85aa9e26d0b46e3f1d,6/11/2021,1,84
340171,0x745ebcbf5916914fe098c2db546501a206485870,6/11/2021,1,140
340172,0xd6a7fc31a693606079dddba8fb3e696459743d8c,6/11/2021,1,86
340174,0xe806b664602db7913cdb81665b9b0ca36a8f32eb,6/11/2021,1,74
340175,0xee6b92d023243a36a93661e75d5760da57121d91,6/11/2021,1,8
340176,0x35a10dc60fd61cc28ef5a07766b0fca2440f5596,6/11/2021,1,104
340178,0xb936e9d14b819796ca0e1576cb6ce8f438e04848,6/11/2021,1,121
340179,0xb09861246e4149afa18581449c0bb6d4f56bfee3,6/11/2021,1,10
340180,0x0ffd0ec967f92db20f59cc9668c216d8fb5c24f2,6/11/2021,1,121
340181,0xb6d7fd1bd6213d5fc4b3bf8941d03801d492bba8,6/11/2021,1,96
340182,0x2637345813ced8370b17fc033bbe688611f36cb5,6/11/2021,1,113
340183,0xa7c4fe5d0c409d6a1618f082857bfe8e781864c4,6/11/2021,1,115
340184,0x13aaf0994ffdb35bf32ddaf6e18b6efdd25a0808,6/11/2021,1,7
340186,0xadf19bd8c637b3241e25e0d60ff78f598008ecc0,6/11/2021,1,272
340189,0x9e87269b0adfec0398ee85f4947f4c3517a3d7f0,6/11/2021,1,123
340192,0xc53104efc160292eb9f4dc52c1a58d3ed54f9faf,6/11/2021,1,78
340193,0x705360aa5ee97311e91c0375a27a18527538e3a4,6/11/2021,1,5
340195,0xf6035954f4596e052276e8b2a43bda3b6f305a30,6/11/2021,1,117
340200,0x053671da56cb9f5c55698244c95fcf1c706a54e7,6/11/2021,1,143
340202,0x5c700958be667204149c9adae1b4831c9df16622,6/11/2021,1,5
340203,0xb10be5cbbf9655ed3648184ade56d3b4d6cedd4f,6/11/2021,1,139
340205,0x51df7a457ae235225c740d85b6a65573ba81b211,6/11/2021,1,3
340206,0x3d4dbe9aa7947f97cb552b06753d53e292b2277a,6/11/2021,1,141
340208,0x9f64e6a575f50d7c8c5aea4be962f86ee2c5ca31,6/11/2021,1,11
340210,0xcdbb43a1bacb5fe29ff895c7f79dc9dd0d536f71,6/11/2021,1,11
340211,0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc,6/11/2021,1,53
340217,0x1fa0e3e31de3fa17948c569ca94ddcfcf75b7055,6/11/2021,1,35
340221,0x72b2cb558bf17f9e5aa40754a4e26ec480c07554,6/11/2021,1,15
340222,0x254bd5fb03e2d387293721d989fb3e6dff5dcf71,6/11/2021,1,19
340224,0x5c57abd3548b87ef9babea37ed3abd51fad523a3,6/11/2021,1,9
340225,0x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5,6/11/2021,1,114
340226,0xb048311626a2383694ab04eafed2b5f746f109d2,6/11/2021,1,20
340227,0xf83354f1699c95359c7d78220e6df58f144f60da,6/11/2021,1,27
340229,0x8c2e843664be468522769b0d1b3b604a17962249,6/11/2021,1,28
340232,0xb871d6b530ee3c21e8b098bc99f39bff5c0dcf32,6/11/2021,1,6
340235,0xfdfb146bff194e53661f18b9a1ffa60da9107d19,6/11/2021,1,14
340236,0x2247772b13194424010404812bdefd7025bffec3,6/11/2021,1,5
340238,0xea0a775aff24659ff2907c147b3ee2eb7ff8861c,6/11/2021,1,14
340240,0x044cd5f498ddbf0ea854ab4bc96110756b26de97,6/11/2021,1,7
340243,0x1abcd19aaf3cc9e399e250bd3b4d6ccf931a7b64,6/11/2021,1,2
340246,0x0d2c626e4a23d6754b6a7e0e27f4f97124abf47c,6/11/2021,1,4
340251,0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,6/11/2021,1,4
340253,0xddc22fbc4559feff07fb35cda96a636aebbd2aa4,6/11/2021,1,9
340256,0x894bd6fd1164548309a4c9df9a435ed5509ed903,6/11/2021,1,22
340257,0xad5f45836b933aa3c82c7e0c1ac9173ecb6ff04d,6/11/2021,1,18
340262,0x916134e688a4a866ff57f4f53f16703f9b8afa99,6/11/2021,1,7
340263,0xb90b3ce30fa58351f1fd19a6114ef287b169e6ec,6/11/2021,1,5
340264,0x490a8902fbdc302d344dd048299c85a1167b962c,6/11/2021,1,8
340274,0x5d46ed7405a8a87492cd139fcd38bce60cb5030e,6/11/2021,1,15
340276,0xd827eb2673d3dc1a7f886413f6f0950ec2fbbc98,6/11/2021,1,10
340278,0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2,6/11/2021,1,5
340283,0x9b5a2ce7faed24eaebfd1108dd4b97644b919406,6/11/2021,1,2
340286,0xa8d01573cadabfe232f4ac52de73450fa48bd337,6/11/2021,1,180
340289,0x68bb88e8c332a96b5e438089faf00cbe5d714089,6/11/2021,1,159
340301,0x506ade0a94949db63047346d3796a01c09384198,6/11/2021,1,28
340302,0xdd021698cf58d87716cbfde53f89170742f3f5d7,6/11/2021,1,96
340303,0x638ee1dcaa4018957095aa59cdb52e73dc2acac2,6/11/2021,1,53
340304,0xf64308396966b92fef30a53f10b2f81ef620b812,6/11/2021,1,58
340305,0x928989f2f8560560437e276fc2484c9138030348,6/11/2021,1,52
340306,0xaa80b825d5b788dc62e86b93fb1dcc80e53982ad,6/11/2021,1,47
340307,0xa4b9f24be00f0551da0842baa170c006b63ec798,6/11/2021,1,49
340309,0x6510a29cd32831cc4eb8aa6f8678a39fd8ede339,6/11/2021,1,56
340311,0xac98cd0b15eec3f8762b4bd111edf669eb13a387,6/11/2021,1,55
340312,0x18c93c2a6e4f83eb3a485dcb1a9bfaf78cc82ca4,6/11/2021,1,57
340313,0xc8a01e342c8c1b52721af62e1dbcb4e541018372,6/11/2021,1,22
340314,0xd1bc2dbb8ebc0707ed89499116040a3efc3f97f2,6/11/2021,1,23
340324,0x05221bda932f2114920efcb7a4912c9168414b9d,6/11/2021,1,21
340325,0x4d0f32e5bd5c8ca14335a1ed1498273ec726e3fb,6/11/2021,1,24
340326,0x44c52106e24c26a313753c3f3cda8bcc48f00f1f,6/11/2021,1,1
340327,0x05b907bf39a7fe8704809decc5631603df28b229,6/11/2021,1,32
340328,0x8e67f585ea4b0fbbc05cede51d346b269e322a33,6/11/2021,1,19
340329,0x5e887f20957a75aef7fd4faf011768889bf80385,6/11/2021,1,29
340330,0x53f665594d921bb9b27e40c74014c7aaffeae94e,6/11/2021,1,26
340331,0xfe369325dccdc6a3ec733591f0ac4c99df8bdf9a,6/11/2021,1,30
340332,0x33b9eaf2423527ead5d5f28e388367a5d90ea718,6/11/2021,1,30
340333,0x08b45381ccaad3a4d46bb85878d5ad73a3d46242,6/11/2021,1,25
340334,0xe3b9fb3fd1961fa84a37b875b6300e4a7b611622,6/11/2021,1,28
340336,0xf93cefdd4309c69d53146a9fe00b88165bc2ca2d,6/11/2021,1,24
340339,0xee33a103e53233da447b170d846983f44f79e999,6/11/2021,1,16
340340,0x75b7918b5c49c6e8c16eae61c7c64a8daac7778a,6/11/2021,1,12
340341,0xb48d6c33a96f5519c82569b478fcd723b3a94a2a,6/11/2021,1,4
340347,0x1018115992dc23e7b2ba1d8f40c911bd89a61a02,6/11/2021,1,25
340349,0xe0920ad947a6081cf42b226010d929659386dba0,6/11/2021,1,22
340350,0xc392cc3410d965147c6da2981c05190d2dfd5f70,6/11/2021,1,19
340352,0xda2f0474068d8f358621c351a0176de40cafc54c,6/11/2021,1,22
340354,0xdc5031a4e8cb7731207bf07510f6964f498239c8,6/11/2021,1,21
340355,0x9d49ca23984a61a4f9166206811502726a49feef,6/11/2021,1,13
340356,0x4b667b21589c4242a2e51726864968df7a178fc8,6/11/2021,1,13
340357,0xff770424739a77b8990632c75ed859b74c0ef749,6/11/2021,1,7
340358,0x78ba3d22b57a1139452942ba39992796c7628f21,6/11/2021,1,11
340359,0x85932569a67893abfaec32f60ccf7d21b3727d2c,6/11/2021,1,11
340361,0xedd049c56b804bcdbf7e704cc312491e3d50485a,6/11/2021,1,8
340362,0xfa61a7aa65e3357c27fbe197a101c0ee62859b31,6/11/2021,1,11
340364,0x5dac9ccc215b9af65b486066786f79d9aa0043da,6/11/2021,1,3
340365,0x0e70464b92a628c84cbab59c5d9e32c2efa402c0,6/11/2021,1,12
340366,0x3ded476b1ab0eabc7ecf4d727390948e306c77e9,6/11/2021,1,12
340367,0xe9c6eb9860093e2a90f87e698c2fe8558747c014,6/11/2021,1,12
340368,0x73e9acb6e78105b60e5820974d75b2debd727179,6/11/2021,1,12
340370,0x113f735444274a83a6c520d233dd2e154c5751b4,6/11/2021,1,13
340371,0x6a2600e0d7d6c1b68646157b8d2faa9d5bf46a8c,6/11/2021,1,12
340372,0xd905b19312367382da386fd0036821937ef675a4,6/11/2021,1,10
340373,0xe0eff0ddbd2dc3b33849b26b3949d6505be22242,6/11/2021,1,3
340374,0xe835b46f5596b88fb815836f0d075f2236ee99cc,6/11/2021,1,11
340376,0x50c64057dccecf0b4f0be9cd2b1d548445fbe3b4,6/11/2021,1,15
340378,0xc21abcc4aed72e9057a21a10c40174e13dd8c617,6/11/2021,1,16
340381,0xfd1b52e72b0815f40aaab65641ada96b0a9ec368,6/11/2021,1,15
340382,0xb4f40b351df409f887efa6e1fefcee547dcc8886,6/11/2021,1,14
340383,0x83111e1888c1e49e8703e248edeaa34ef868a1de,6/11/2021,1,19
340384,0x6bb1d78eea09a5c3b74f1a215a1069ca79aa588c,6/11/2021,1,16
340385,0xa8e2b8706347ff05667a227e1953fa00ebe8e4f2,6/11/2021,1,14
340387,0x22e29241d2071312047e619666ebf3ddf9f39461,6/11/2021,1,2
340388,0x7ff42439adb8a037b48e241d335ee71065647a11,6/11/2021,1,16
340389,0x5e8dab4d59681bc36e9ad0f9c655040c1e1f3b2e,6/11/2021,1,16
340391,0xa53e0a48889053aab1bde1c3bca50ae23a751fd8,6/11/2021,1,15
340403,0x1ccb144b700ec726d37db38c617e154de6d9c0d0,6/11/2021,1,103
340407,0x49087eb6f9529eb02a508fb820d7b4d0b52e4881,6/11/2021,1,258
340409,0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733,6/11/2021,1,12
340410,0xeee5bcce0ace416728c73a562ec06e97b0ace96a,6/11/2021,1,1
340414,0x934178c22d1b154f7bebd74586dbaf27f3f7c990,6/11/2021,1,8
340423,0xb3eafb9f40b8e568b998324dcdfc73b5eabb39b7,6/11/2021,1,7
340428,0xdfe7ad3e0cc6fb0798e66c67c72927c49fc42478,6/11/2021,1,6
340448,0x20f40ddc4e6b820779b6b062bb3b8f835e3cf441,6/11/2021,1,71
340465,0x366b3d450c718711891a458b6e149e121e6453d2,6/11/2021,1,78
340606,0x11d0b9058104247be40744b1e5a708fc0ae8f7cc,6/12/2021,1,4
340691,0xb30dd1198feed1e22ec969f61eed04cb75937adf,6/12/2021,1,4
340868,0x7a60e93df6ed28c63d5e9283bd91b3c1dc3e613b,6/12/2021,1,282
340954,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,6/12/2021,1,29
342447,0x17dfd18987b6b131686fea478600b75d11193335,6/12/2021,1,56
343105,0xd38474f72d96f550b8c6fc3f1afaeb90a12f2ee0,6/12/2021,1,2
343841,0x4f2769ea94ed3591e9d845708c7e90355cf4c38b,6/12/2021,1,6
