"ID","Owner","ENS","Claim Date","Tx Count","Power"
"273047","0x75e496ab4308be46ee5d0836d928cc6f86655efb","didierkrux.eth","5/28/2021","1","5"
"273052","0x8e6b412eeb659a5780e07f4130cdc375e1539620","seann.eth","5/28/2021","1","3"
"273053","0x70d3d73eb2de714ec307889f277728ddde1798c0","shocktop.eth","5/28/2021","1","5"
"273055","0xdc99de2b50984269d5dd976766cad8d9eb9cff94","deeter.eth","5/28/2021","1","24"
"273064","0xea2abee99227196e44aaf5cbb9b768b99ecfd6df","","5/28/2021","1","2"
"273066","0x346f49909af070ec12f9ad42cb46ade0e00990e8","","5/28/2021","1","3"
"273071","0x7ec6ffd8c5d5620903a22ce7a8b37d62e0e6559a","","5/28/2021","1","5"
"273072","0x6a58e5864e0fc7da7489ca3a9613c3492b2a9842","","5/28/2021","1","3"
"273073","0xa7c715db3d4a258b31ddae87729fa94fadc31cc7","","5/31/2021","2","2"
"273074","0x4dd1cacb51e38b5bdfb400c7da828181b3c12aa0","","5/28/2021","1","11"
"273078","0x622b9ee601a434e32d52dcdb70391fed7b2fc4a6","","5/28/2021","1","5"
"273080","0xa9eb52b347bc76f95745a92dd1e1c3986bcb1e2c","silent666.eth","5/28/2021","1","6"
"273081","0x512aad1d0e1492a9c4075aba58ce1a944a74f973","","5/28/2021","1","7"
"273089","0xedd049c56b804bcdbf7e704cc312491e3d50485a","omniman.eth","5/28/2021","1","7"
"273093","0x1f4a01fea6a204cd5bf7461edcbd820e1143498d","","5/28/2021","1","44"
"273094","0x4d06bd93d38226c6b00c59a3525145cbf112b6e1","","5/28/2021","1","13"
"273100","0x47162e548d00ec046e0205c1addbf9f976f6c418","brinky.eth","5/28/2021","1","5"
"273104","0xe71efd5865a42cb0f23146dc8e056dba4e67e9b7","","5/28/2021","1","15"
"273105","0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2","wolf.eth","5/28/2021","1","4"
"273108","0x192420795e6a2c80c4a90f8a380d792145985f27","thegoodnunes.eth","5/28/2021","1","59"
"273110","0x648d02a62469a3dc52cc340843b408d519c38831","","5/28/2021","1","3"
"273111","0x0a4de625aa7624dd72cb09a41a6e52fce1993310","","5/28/2021","1","12"
"273115","0x1fbb06e5df7479be3b021cdea3271c61235ff1d5","rondo.eth","5/28/2021","1","6"
"273118","0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9","josephdcook.eth","5/28/2021","1","6"
"273121","0xa386621f99d2b74de33051cd5a5d00967668afdd","","5/28/2021","1","7"
"273142","0x304eb9063fa42bd7841dc7cd6644b12385caa891","centrocapital.eth","5/28/2021","1","4"
"273149","0xc4a69b137d22b52a36328f3ac6d5aa9984faab8e","bitsikka.eth","5/28/2021","1","21"
"273158","0xcb3f62c3be664aa923517b97eab2a97e262de825","pokadolphin.eth","5/28/2021","1","9"
"273160","0xc2c6635ae3bc120c684a8deb5b1f4233142442ac","","5/28/2021","1","12"
"273161","0x4f8c2d5397262653cd8956cb977a0ba3660210c7","pugcity.eth","5/28/2021","1","2"
"273163","0x2ad550206dc4fc17a740e37306298d5b9238c162","jameswmontgomery.eth","5/28/2021","1","53"
"273167","0xfd2a31a8a19f747ec416cdc46ffc432da366073a","abvavgjoe.eth","5/28/2021","1","6"
"273174","0x028a68b3360f36b8893606fef6bb6b6eab11f3e7","forthehorde.eth","5/28/2021","1","2"
"273176","0x0ae5d93f9562240702bf18e2924954b419b48b50","","5/28/2021","1","23"
"273185","0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9","newgirly.eth","5/28/2021","1","23"
"273188","0xe36f4d0f2342823c2d202be78cae20a84c146f99","","5/28/2021","1","23"
"273192","0x175256f85a43d02a252c3e2b953fa8efdff9972b","centrocapital.eth","5/28/2021","1","6"
"273194","0x3839acf1ee7699d1f46b1be840d8ad8317fdf757","banked.eth","5/28/2021","1","10"
"273195","0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733","","5/28/2021","1","11"
"273196","0x540c44ff7b71f2487cd11aaf53aec1a85bfe8f7a","","5/28/2021","1","4"
"273198","0x20a09353d0c42d2b8b9725cdd12e1d15d397c450","","5/28/2021","1","3"
"273201","0x01985690d95d15ab17f26bba1a466703ea4367b3","","5/28/2021","1","11"
"273217","0xae5499976ffd3e58be47bdd51c787a5201d957f4","","5/28/2021","1","2"
"273227","0x8798236bf38f61ff10103e8cdbc98f2166aed6f1","","5/28/2021","1","2"
"273228","0x0e16fa45c87caf641822e1c55b36dec5995209f3","","5/28/2021","1","4"
"273232","0x981d9f8173c09842677f89696898d5b93a999d38","","5/28/2021","1","27"
"273234","0x2b18233fb4306a705471a7271c018ce0ff7dd754","","5/28/2021","1","5"
"273236","0xff770424739a77b8990632c75ed859b74c0ef749","","5/28/2021","1","6"
"273237","0x800d2e35a0b9ba841db838ea4d20723d37bd2c52","junglerush.eth","5/28/2021","1","7"
"273239","0xb464ca834796272e08dc6460940b281b046a2cee","","5/28/2021","1","4"
"273242","0x42d29e6fffef7d2df66ba652242eeff2b01822b1","","5/28/2021","1","3"
"273249","0xdad3fd6c9fb0c2b56228e58ae191b62bfb1bec83","","5/28/2021","1","22"
"273252","0xbe2909813f6f850af99c8b968febf6eb884f1454","thegoodnunes.eth","5/28/2021","1","3"
"273254","0x5c57abd3548b87ef9babea37ed3abd51fad523a3","","5/28/2021","1","8"
"273259","0x2247772b13194424010404812bdefd7025bffec3","neologos.eth","5/28/2021","1","4"
"273277","0xc3464cff62431e7bc561fd46fae981206a6220a5","tonon.eth","5/28/2021","1","3"
"273278","0xb3eafb9f40b8e568b998324dcdfc73b5eabb39b7","bobeglz.eth","5/28/2021","1","6"
"273284","0xb09861246e4149afa18581449c0bb6d4f56bfee3","","5/28/2021","1","9"
"273288","0xf97752a24d83478aca43b04ef7b28789e1d7eeda","lovespurs4ever.eth","5/28/2021","1","9"
"273295","0xac19baabe85dd01b94fe1528c24a9472a4d9b583","pluck.argent.xyz","5/28/2021","1","5"
"273301","0xb05d731dbf46047cd57e57dc45567be44e79385c","","5/28/2021","1","5"
"273303","0x451296049b36e9f07394b9c6c6d325bd6ac6127f","","5/28/2021","1","6"
"273308","0xb79411ca5481024f3d176135e96c96e4046661d2","reiniskalnins.eth","5/28/2021","1","4"
"273316","0x0a9ccba894168aaaa03f03753f631d0a902303d7","nanexcool.eth","5/28/2021","1","7"
"273326","0x72ba1965320ab5352fd6d68235cc3c5306a6ffa2","0xjoshua.eth","5/28/2021","1","139"
"273332","0x1df428833f2c9fb1ef098754e5d710432450d706","papcrypto.eth","5/28/2021","1","65"
"273334","0x4d26bc95c771d1d0a5c5e76297c8f53ffe5f6c19","bealers.eth","5/28/2021","1","12"
"273343","0xe64ddadbdbd11b21112107ac2d0cfb978bdacea7","","5/28/2021","1","5"
"273347","0xddc22fbc4559feff07fb35cda96a636aebbd2aa4","fuyou.eth","5/28/2021","1","8"
"273356","0xae9d5647400ce620dcf954b0f822976ced9a6504","","5/28/2021","1","3"
"273357","0xfabc62a133cab9627b1478931d3e28b4554d7408","luyao.eth","5/28/2021","1","2"
"273359","0x1c1cc870115fdf86288cf38556c4da441699a0e2","mehdiag.eth","5/28/2021","1","2"
"273364","0x50017fc607da965b6dd12f61c8a6560dfe2df927","","5/28/2021","1","12"
"273369","0x11d0b9058104247be40744b1e5a708fc0ae8f7cc","","5/28/2021","1","3"
"273373","0xd1289bbb6f1633bb56963bf9d51923cf9ea965e8","coffeesong.eth","5/28/2021","1","5"
"273395","0xb90b3ce30fa58351f1fd19a6114ef287b169e6ec","","5/28/2021","1","3"
"273401","0x73df3559f3224f85258c160d3e17bdb9d6288ff4","nftunes.eth","5/28/2021","1","6"
"273404","0x9f79dba7ad7354b6f04bbe3e0541f662c5beab30","papcrypto.eth","5/28/2021","1","4"
"273405","0x87ec261ba759ca3d66fcd8199f6fb9b36dc4badd","","5/28/2021","1","4"
"273412","0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f","","6/4/2021","1","9"
"273419","0x5eee4c61d5e63486dcd3eb4ad445403c9e1bb413","","5/28/2021","1","6"
"273420","0xccd22ac32ee87ce05dfbc6abcf37bc69bdea6a47","banano.eth","5/28/2021","1","6"
"273431","0x2bc05ae76e47849692b6ba5fc39e7bf07d6dc750","klinko.eth","5/28/2021","1","95"
"273451","0x283d37e46f7817610fa03fe8ece875a2897a8df9","carlosian.eth","5/28/2021","1","8"
"273454","0x468492c6a5239f9f1057cefc894a83bd60c462a0","8goldenfish.eth","5/28/2021","1","4"
"273458","0x044cd5f498ddbf0ea854ab4bc96110756b26de97","","5/28/2021","1","6"
"275452","0x4a96bd952f9ae6567aaadf7c56c82efe4492c08c","","5/29/2021","1","4"
"277466","0x91564f0d22ef831f7eefbbde49ebc15705592240","","5/29/2021","1","4"
