interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2021-09-29T00:00:00+00:00,🤷know-stupid-questions,849288147803832330,84,41,103
2021-09-29T00:00:00+00:00,china,849295576787845180,30,12,22
2021-09-29T00:00:00+00:00,💵contributor-remuneration,849332820799520788,89,18,63
2021-09-29T00:00:00+00:00,no-topics,849387825165369365,57,23,393
2021-09-29T00:00:00+00:00,bankless-dao-x-poap,849648127522635806,13,0,0
2021-09-29T00:00:00+00:00,bankless-dao-app,849723458682355712,3,0,0
2021-09-29T00:00:00+00:00,nft-platform-design,850068339941703711,27,9,31
2021-09-29T00:00:00+00:00,🔦bot-mechanics,850205786721746954,46,16,75
2021-09-29T00:00:00+00:00,🧀-bounty-board,850402063741091880,412,64,140
2021-09-29T00:00:00+00:00,👋dev-start-here,850445259560321104,12,2,4
2021-09-29T00:00:00+00:00,🇻🇳-vietnamese-translation,850687301130387456,6,4,62
2021-09-29T00:00:00+00:00,🇵🇹-portuguese-translation,850735788848578600,6,1,3
2021-09-29T00:00:00+00:00,🇮🇳hindi-translations,851547420248113212,7,3,15
2021-09-29T00:00:00+00:00,ghana,851802532895391795,2,1,1
2021-09-29T00:00:00+00:00,👉edu-start-here,851841434013532180,47,1,1
2021-09-29T00:00:00+00:00,👉writers-start-here,851849225049735208,22,6,8
2021-09-29T00:00:00+00:00,⚔guild-select,851864032796999744,147,10,17
2021-09-29T00:00:00+00:00,mask-network,852160066710274068,12,5,36
2021-09-29T00:00:00+00:00,📋job-postings,852248142157709402,190,21,199
2021-09-29T00:00:00+00:00,india,852635646153457674,2,2,3
2021-09-29T00:00:00+00:00,bounty-board-project,852736763205910538,36,20,211
2021-09-29T00:00:00+00:00,🗺start-here-translators,853166529980661780,4,0,0
2021-09-29T00:00:00+00:00,greece,853561287401275402,2,3,6
2021-09-29T00:00:00+00:00,🎨academy-design,854156862148444211,86,30,452
2021-09-29T00:00:00+00:00,🇨🇿czech-translation,854580253422387230,8,1,5
2021-09-29T00:00:00+00:00,🇸🇪swedish-translation,854695678323458068,2,1,1
2021-09-29T00:00:00+00:00,🗜devops,854782838138077184,52,16,114
2021-09-29T00:00:00+00:00,🎬academy-video,855236514442903572,25,11,48
2021-09-29T00:00:00+00:00,gitcoin-grants-page,855448164144119808,6,0,0
2021-09-29T00:00:00+00:00,perks-general,855456023463460934,420,62,205
2021-09-29T00:00:00+00:00,🖌design-start-here,855458125310459914,48,3,6
2021-09-29T00:00:00+00:00,🔗cc-links,855465080808407051,88,20,39
2021-09-29T00:00:00+00:00,mental-health-support,855897922129756181,46,23,66
2021-09-29T00:00:00+00:00,first-quest-project,856268240494133319,48,18,156
2021-09-29T00:00:00+00:00,inverse-proposal,856531193942900736,5,0,0
2021-09-29T00:00:00+00:00,⛔report-scams,856547235629498418,41,25,51
2021-09-29T00:00:00+00:00,🏢consultancy,856826726168133642,24,9,84
2021-09-29T00:00:00+00:00,fight-club,857054015564677170,78,24,132
2021-09-29T00:00:00+00:00,netherlands,857170326324379648,4,2,2
2021-09-29T00:00:00+00:00,🇳🇱dutch-translation,857191962426605610,4,2,9
2021-09-29T00:00:00+00:00,chat-channel,857306795906433061,26,13,39
2021-09-29T00:00:00+00:00,🕶mktg-start-here,857346251484561448,5,0,0
2021-09-29T00:00:00+00:00,🤝cross-collab,857368451806134333,32,13,27
2021-09-29T00:00:00+00:00,subscription-model-for-the-dao,857914819024781332,14,2,6
2021-09-29T00:00:00+00:00,🎓general-edu,858731331399188510,140,43,488
2021-09-29T00:00:00+00:00,premium-translations,859075890763268126,3,0,0
2021-09-29T00:00:00+00:00,🎛solidity,859449760381796382,90,24,108
2021-09-29T00:00:00+00:00,collabland-config,859499730186010624,1,0,0
2021-09-29T00:00:00+00:00,⏯av-start-here,859499853758595144,2,0,0
2021-09-29T00:00:00+00:00,💎treasury-start-here,859711255363452928,2,0,0
2021-09-29T00:00:00+00:00,📍legal-start-here,859737474754674738,2,0,0
2021-09-29T00:00:00+00:00,analytics-start-here,859793102150303794,30,7,9
2021-09-29T00:00:00+00:00,bankless-irl-events,859933812678328351,15,4,12
2021-09-29T00:00:00+00:00,ops-start-here,859961846887219230,10,2,3
2021-09-29T00:00:00+00:00,🛏bed-index-logo-design-contest,860168864904904744,1,0,0
2021-09-29T00:00:00+00:00,✍🏻token-legal-narrative,860191351748165682,28,15,293
2021-09-29T00:00:00+00:00,😖tricky,860191759127805972,10,3,4
2021-09-29T00:00:00+00:00,🏛dao-legal-entity,860191992884232232,19,11,57
2021-09-29T00:00:00+00:00,🖋grants-committee,860223845948456990,51,16,273
2021-09-29T00:00:00+00:00,nigeria,860567495265353787,8,5,14
2021-09-29T00:00:00+00:00,📝dev-governance,862392817090166794,53,8,36
2021-09-29T00:00:00+00:00,uma,862682659625238528,21,12,49
2021-09-29T00:00:00+00:00,🔬research-start-here,862743417079595019,9,0,0
2021-09-29T00:00:00+00:00,❣love-me-links,862774815369592892,64,9,15
2021-09-29T00:00:00+00:00,top-signal,863067806966087721,23,7,10
2021-09-29T00:00:00+00:00,🏫3d-university,864218984315093022,4,5,10
2021-09-29T00:00:00+00:00,citizen-dao,864538927687925770,5,1,1
2021-09-29T00:00:00+00:00,💵outbound-grants-squad,865634677327134750,16,7,11
2021-09-29T00:00:00+00:00,👌quality-assurance,865966155114217483,2,1,1
2021-09-29T00:00:00+00:00,possible-meta-gaming-guild,866218895262220308,35,15,159
2021-09-29T00:00:00+00:00,values-layers-communities-chat,866334657351909386,7,1,1
2021-09-29T00:00:00+00:00,💬av-chatter,866802096058007592,30,18,98
2021-09-29T00:00:00+00:00,translators-remuneration,866984534746464266,39,18,45
2021-09-29T00:00:00+00:00,first-quest,867167179858247702,13,0,0
2021-09-29T00:00:00+00:00,first-quests-firehose,867180144048209920,41,0,0
2021-09-29T00:00:00+00:00,first-quests-scholar,867182153124151306,28,0,0
2021-09-29T00:00:00+00:00,member-caretaker-ombudsman-mediators,867753027065479188,6,3,5
2021-09-29T00:00:00+00:00,🗳research-polls,867808066254667806,9,1,3
2021-09-29T00:00:00+00:00,🏆research-quests,868249609850482718,13,5,7
2021-09-29T00:00:00+00:00,🛠tokenomics-research,868524312829767782,20,5,10
2021-09-29T00:00:00+00:00,🗳design-gov,868533034029318165,47,13,80
2021-09-29T00:00:00+00:00,📖book-club,868573710183964672,81,20,270
2021-09-29T00:00:00+00:00,project-requests,869591287815364628,19,6,11
2021-09-29T00:00:00+00:00,project-discussions,869591466173943938,4,0,0
2021-09-29T00:00:00+00:00,projects,869703845536747550,1,0,0
2021-09-29T00:00:00+00:00,first-quests-welcome,869847307959549972,802,0,0
2021-09-29T00:00:00+00:00,nft-club,870311959239741440,249,110,6598
2021-09-29T00:00:00+00:00,bounty-board-alerts,870474355979714590,22,1,86
2021-09-29T00:00:00+00:00,forefront,871412349574213662,2,0,0
2021-09-29T00:00:00+00:00,polygon,871461432565329940,13,4,4
2021-09-29T00:00:00+00:00,eth-validator-aug-2021,872421429604417556,4,4,9
2021-09-29T00:00:00+00:00,new-zealand,872697155930968145,7,7,15
2021-09-29T00:00:00+00:00,👀we-are-designing,873487315551531028,18,5,20
2021-09-29T00:00:00+00:00,japan,873547657291907142,4,3,4
2021-09-29T00:00:00+00:00,💻academy-dev,873641416381853776,27,10,83
2021-09-29T00:00:00+00:00,seed-club-media-node,874389223573188608,12,2,5
2021-09-29T00:00:00+00:00,upside-nft-raffle,875363344243118080,20,5,50
2021-09-29T00:00:00+00:00,advantage-blockchain,875402026908016682,4,1,1
2021-09-29T00:00:00+00:00,👉academy-start-here,875461442265051187,60,1,6
2021-09-29T00:00:00+00:00,🚧av-project-requests,875732012147810304,1,1,1
2021-09-29T00:00:00+00:00,gitcoin,875741135056822282,22,9,17
2021-09-29T00:00:00+00:00,campaigns,875820019911622696,33,7,49
2021-09-29T00:00:00+00:00,🇭🇺hungarian-translations,876560081032978482,5,3,16
2021-09-29T00:00:00+00:00,pooltogether,876858992465428600,24,7,34
2021-09-29T00:00:00+00:00,marketing-polls,876871176067117096,5,0,0
2021-09-29T00:00:00+00:00,opolis,877332063697633330,11,2,4
2021-09-29T00:00:00+00:00,translations-polls,877561064848511037,6,2,2
2021-09-29T00:00:00+00:00,crypto-sapiens,877604490801475585,22,11,52
2021-09-29T00:00:00+00:00,🏛av-gov,877635453426204702,35,10,38
2021-09-29T00:00:00+00:00,⚙ops-collaboration,877674574181970001,12,3,7
2021-09-29T00:00:00+00:00,🕊-ombuds-general,877992125105594430,9,3,7
2021-09-29T00:00:00+00:00,first-quests-guest-pass,878140321807093820,17,0,0
2021-09-29T00:00:00+00:00,✔ombuds-start-here,878752724429197432,16,3,4
2021-09-29T00:00:00+00:00,season-1-poap-contest,878922836083888158,10,3,3
2021-09-29T00:00:00+00:00,⚖legal-polls,879480632173019146,10,4,8
2021-09-29T00:00:00+00:00,goodghosting,879601587302068244,32,12,138
2021-09-29T00:00:00+00:00,dao-dash-project,879702534061703198,32,13,212
2021-09-29T00:00:00+00:00,aave,879736861361328198,5,0,0
2021-09-29T00:00:00+00:00,serbian-croatian,879738599510270032,3,4,11
2021-09-29T00:00:00+00:00,📊writers-polls,879782668185763910,20,3,5
2021-09-29T00:00:00+00:00,💰client-work,879783951965757450,48,10,49
2021-09-29T00:00:00+00:00,argent,879805784295362620,14,1,2
2021-09-29T00:00:00+00:00,visor-finance,879996874499719178,19,5,17
2021-09-29T00:00:00+00:00,honeydao,880047858554900490,1,0,0
2021-09-29T00:00:00+00:00,first-quests-membership,880119723889655878,121,1,2
2021-09-29T00:00:00+00:00,nftdao,880411715186090024,18,4,5
2021-09-29T00:00:00+00:00,podcast-accelerator-project,880447539596394546,24,13,215
2021-09-29T00:00:00+00:00,degen-corner,880847585051541544,114,23,50
2021-09-29T00:00:00+00:00,itrust,880924170773467176,17,3,14
2021-09-29T00:00:00+00:00,metafactory,881920153607102515,27,8,16
2021-09-29T00:00:00+00:00,mobile-app,882100684441411634,18,10,52
2021-09-29T00:00:00+00:00,out-of-office,882325552999043132,53,12,25
2021-09-29T00:00:00+00:00,balancer,882523651541434368,19,5,7
2021-09-29T00:00:00+00:00,daopunks-x-metafactory,882670308790788136,53,18,208
2021-09-29T00:00:00+00:00,🆙academy-marketing,882698976711819314,37,8,44
2021-09-29T00:00:00+00:00,🤣top-signal-satire-site,883437232818638878,40,23,59
2021-09-29T00:00:00+00:00,💥start-here-daolationships💥,883495878218887188,61,8,18
2021-09-29T00:00:00+00:00,dxdao,884530899482464296,10,6,7
2021-09-29T00:00:00+00:00,perpetual-protocol,884874933619007508,26,9,104
2021-09-29T00:00:00+00:00,gaming-nfts,885178488506691624,44,18,102
2021-09-29T00:00:00+00:00,📊governance-daolationships,885251808321237062,40,11,180
2021-09-29T00:00:00+00:00,🇬🇷greek-translations,885454874374983700,5,4,34
2021-09-29T00:00:00+00:00,🇵🇱-polish-translation,885888779464892437,6,3,24
2021-09-29T00:00:00+00:00,🗣poll-discussions,885895079103955015,39,12,35
