"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1391428000449658882","https://twitter.com/banklessDAO/status/1391428000449658882","Thread of BANK stats and thoughts. https://t.co/MnVlXnWQHL","2021-05-09 16:21 +0000","2649.0","50.0","0.01887504718761797","1.0","1.0","12.0","13.0","0.0","0.0","23.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391211388127703045","https://twitter.com/banklessDAO/status/1391211388127703045","Number of signs ups doubled since this tweet came out 😲 https://t.co/idd6Naq2k5","2021-05-09 02:00 +0000","2248.0","31.0","0.013790035587188613","2.0","1.0","4.0","7.0","0.0","0.0","17.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391211181398925313","https://twitter.com/banklessDAO/status/1391211181398925313","More and more proposals are being written. People are being emboldened. They're realizing their opinions matter. That if they raise their voice, others will stop to listen, learn, and lreconsider.

https://t.co/a1Pa4YheQA","2021-05-09 01:59 +0000","1357.0","19.0","0.01400147383935151","1.0","0.0","3.0","1.0","14.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391211180199268358","https://twitter.com/banklessDAO/status/1391211180199268358","100 people filled out our BanklessDAO Volunteers form: https://t.co/LrGdihmNql

We're brimming with talent.","2021-05-09 01:59 +0000","1634.0","80.0","0.04895960832313342","1.0","1.0","11.0","6.0","54.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391211178802630656","https://twitter.com/banklessDAO/status/1391211178802630656","Analytics are heating up 📊 Some members created @DuneAnalytics dashboards showing $BANK token distribution and trading activity:
https://t.co/clV4xLdJQZ
https://t.co/BG1TtLYlOj","2021-05-09 01:59 +0000","591.0","30.0","0.050761421319796954","0.0","1.0","5.0","2.0","18.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391211177523367938","https://twitter.com/banklessDAO/status/1391211177523367938","Day 5 Rollup 👇 

Ah, Saturdays... The discord was buzzing, but activity did slow. And that's a good thing! Weekends are for the family, dogs, sleeping in, and partying. 🍻
As it should be. We're all humans. Let's remember to take care of what comes first. But we still did a ton.","2021-05-09 01:59 +0000","3000.0","106.0","0.035333333333333335","2.0","4.0","9.0","19.0","2.0","0.0","70.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391189060870295553","https://twitter.com/banklessDAO/status/1391189060870295553","A croissant said DAOs are cool. Bullish 📈 https://t.co/bmxuFClFdj","2021-05-09 00:31 +0000","2292.0","34.0","0.014834205933682374","3.0","0.0","12.0","3.0","0.0","0.0","16.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391146064258818051","https://twitter.com/banklessDAO/status/1391146064258818051","@lou_quittin @RyanSAdams @thecryptobushi Don","2021-05-08 21:40 +0000","158.0","14.0","0.08860759493670886","0.0","0.0","3.0","1.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391123614682865667","https://twitter.com/banklessDAO/status/1391123614682865667","Sign up yourself: https://t.co/LrGdihmNql https://t.co/eNG5yv20pc","2021-05-08 20:11 +0000","4608.0","210.0","0.045572916666666664","4.0","0.0","7.0","12.0","89.0","0.0","98.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391122426667307008","https://twitter.com/banklessDAO/status/1391122426667307008","$BANK is held in over 2,500 unique wallets. Less than one thousand of those have traded on exchanges. IE. Most people are HOLDING 💎🙌","2021-05-08 20:06 +0000","1426.0","25.0","0.01753155680224404","0.0","0.0","14.0","6.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391122425060888580","https://twitter.com/banklessDAO/status/1391122425060888580","WETH is the Wei https://t.co/RuGY7ObnSi","2021-05-08 20:06 +0000","1423.0","14.0","0.009838369641602248","0.0","1.0","2.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","321","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391122414621261824","https://twitter.com/banklessDAO/status/1391122414621261824","Liquidity is going down 👇 Counterintuitively, this is  💯 a good thing. Right now, $BANK has no value. It shouldn't, our value proposition hasn't been made yet. Any trading would be rampant price speculation. Liquidity will open up when people start seeing the long term value.","2021-05-08 20:06 +0000","352.0","14.0","0.03977272727272727","0.0","1.0","1.0","1.0","0.0","0.0","11.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391122412968677376","https://twitter.com/banklessDAO/status/1391122412968677376","Dashboard by @paulapivat on $BANK is 🔥 Read the thread for insights

https://t.co/clV4xLdJQZ","2021-05-08 20:06 +0000","1983.0","157.0","0.07917297024710035","2.0","1.0","11.0","15.0","99.0","0.0","29.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
