address,choice,balance,timestamp,dateUtc,authorIpfsHash
0xAD70c33FA39D55aD7d88dfc9186726e6C3758921,3,99922.03742204,1620327624,"Thu, 06 May 2021 19:00:24 GMT",QmYZKm4WNrf3pMYF7b8qzmxWPWw6Y3WQ43ZBLA7k5zdfqr
0x0F1c44076d4Cf58e1458A418393e6Be57f3519F9,3,37422.03742204,1620327795,"Thu, 06 May 2021 19:03:15 GMT",QmRTHqgHGgx52WjYSxeJ3EmH5e4GvobpRJAtKvtcaL7MMS
0xf2d4FaFE9a5391BcCDeDD82Fc5C9369CcfbF43bb,2,89552.23880596999,1620327799,"Thu, 06 May 2021 19:03:19 GMT",QmcbfN7fMWW5nbzv4ftJM2U9D5bQ4jPFzxJGxFUErkiepz
0xe4Fb2c5bD24fb3c344B98a5f51010eaaBA47c9e4,3,126974.27622801,1620327802,"Thu, 06 May 2021 19:03:22 GMT",QmZU1n6VQfkoYyViBf9Tz3n5hgqoip3YwFekSfigUVpV85
0x61578c3f558f89786AaD724284ea96A310772D4a,3,127805.72845920999,1620327825,"Thu, 06 May 2021 19:03:45 GMT",QmPjZpgq1wob5ZudaZvt4vaeHqvhwVmmiiGGhexSYs1PK2
0x87Ec261ba759ca3d66Fcd8199F6FB9B36dc4BAdd,2,126974.27622801,1620327832,"Thu, 06 May 2021 19:03:52 GMT",QmaqcCrX9reqVk17E9CaCmEhDYtE9cKefNchUrjPvjRgye
0x8135d8CCd2AcBE575Ebf1827349185df7185Cf97,3,37422.03742204,1620327843,"Thu, 06 May 2021 19:04:03 GMT",QmNbzSJhqFxdnBPoyfFK8Qhnpb3ZtvR3tS3UxKSZpkxZxE
0xBe10EAA921719C3ab6300479E16E08f32354E90a,3,89552.23880596999,1620327883,"Thu, 06 May 2021 19:04:43 GMT",QmX8oioWvJaKQbzy8Xo4vLHxUEBDkKbCwHbnXUepvfHTgt
0xF1cAf10C5Fe421660e8fdF2c0CDaA0be68633B3e,2,45621.10844307242,1620327928,"Thu, 06 May 2021 19:05:28 GMT",QmSFpBcnAJXioqvGCPmpr82rjuEQirnr4sgkYg4cH18Lw7
0x1B4BcCA2636F7106207813f9E07D80d861BaA705,3,37422.03742204,1620328059,"Thu, 06 May 2021 19:07:39 GMT",QmRo31yLf6fQBEa2NBbFLPJ7mj59TEzKckan9sMizZqJ9x
0x9DBb86a0af0b607a30beDA1BcCe6f625c10E65cc,2,126974.27622801,1620328085,"Thu, 06 May 2021 19:08:05 GMT",QmP7mENLrTzBpnxtJ6q3g6nwHF8bYLwqpyHuwDSKjLPmTT
0xCdD27fDF1B991E9DEB8647EE3D8Ac1bdB7D6b675,3,37422.03742204,1620328162,"Thu, 06 May 2021 19:09:22 GMT",Qmao7HNX1CgE5AmvLBbSZ49RE6QZ22wUrrz9J883nk4iNS
0xd73B8775D5217F342196faaE558844F2bA6696C4,4,9422.037422039997,1620328193,"Thu, 06 May 2021 19:09:53 GMT",QmTvdF9jrEvhTvXngFXUz4LT6dHLix3EoQvNre1mqBjRLg
0xA37FbD2264b48ED56Dd7dE8B9B83DB35561700eF,4,126974.27622801,1620328247,"Thu, 06 May 2021 19:10:47 GMT",QmQEZ6notGsSs7dJ1aaE9Tb4cp3QE2Kq4MM1snnkUqHL92
0xfb702e95Fa231C5509487a9E99156003985FdB9e,4,3949.39809823,1620328257,"Thu, 06 May 2021 19:10:57 GMT",QmW7Ams7jXJXDLKCJr4tJ3F9QZfWye8wi5AUWHbYXDbCp2
0x006D0f31A00E1f9c017Ab039E9d0BA699433A28c,3,37422.03742204,1620328339,"Thu, 06 May 2021 19:12:19 GMT",QmYHiHbvFgw92b1NNSEQum8b9SMkCeh4AAeJiqLaTtzUE8
0xbe2909813f6F850af99C8b968febF6eb884F1454,3,37422.03742204,1620328374,"Thu, 06 May 2021 19:12:54 GMT",QmPe6chffvcEA6TQ3y5E3XMVMddb2wBVR4RnFWesDSXCgt
0xA4b120fdB2Fd946A67fbe996CB650DC2Cd7d55F2,3,37422.03742204,1620328427,"Thu, 06 May 2021 19:13:47 GMT",Qmc1NKV7bb6CvdEqQkoUcBBuabz8Ys84UoeVnD2cV1QC9b
0x71ea92992a66d8F82b31893ca46BeEB169B8650B,2,37422.03742204,1620328539,"Thu, 06 May 2021 19:15:39 GMT",QmaKfXu6dfJuz9g2ziKy7WBuWpUvTqZTSUH1z24SPFeLYP
0x9F64e6a575F50d7C8c5Aea4BE962f86eE2C5cA31,2,37422.03742204,1620328579,"Thu, 06 May 2021 19:16:19 GMT",QmSSdBdzTPZ4C5oEq232En9t8dYVfvbhdtxq57sXLp5py2
0x02b6E3488B382C93F3f80aBB237EB9FEF16283be,1,37422.03742204,1620328660,"Thu, 06 May 2021 19:17:40 GMT",QmaPTwYgzdx3YBue9cqoYBh8JeG69myrGauFV1m5TnLbCH
0xBe3F82034778fbF474060f7D4a032f592559ab4d,4,53347.52996987,1620328758,"Thu, 06 May 2021 19:19:18 GMT",QmSxHDaeFFwYn9onb6vYUhz6E27tpEtTiWQNB1mBSEgH3E
0xe785459bF3BA826F0D4499E73CDc94c8a1A271F8,3,37422.03742204,1620328842,"Thu, 06 May 2021 19:20:42 GMT",QmYh2BvyRUjzSA9puzk298tY4uaQo7yc8y4qQqd7Zujq6m
0x6329a5Fc0FD3C9fd1E1a480829e73b714F8EA212,3,37422.03742204,1620328862,"Thu, 06 May 2021 19:21:02 GMT",QmVC6eSAFvLk3MgGsnsU5TRrmsqH3r3R7iAULyyttALwZH
0x0b0e6e7235d67E35EA8D736766088A28C1985aFC,3,37422.03742204,1620328903,"Thu, 06 May 2021 19:21:43 GMT",QmY9XfCq4pjmPKAmSxqktm3fYpB6ivaXiZreTzd13Wd5Kb
0x85e41D90D865101bf78567446E2e24ecd9389349,3,37422.03742204,1620328903,"Thu, 06 May 2021 19:21:43 GMT",QmbG2uusBkEMcrVrxmfDzMiXiCKXSSXVFowhWx7urb43wk
0x1108588e618fF956Eda7E07Ecd281DA38DE7f565,4,1514526.7795914763,1620328914,"Thu, 06 May 2021 19:21:54 GMT",QmYuFZAaAZSzV83qTVBpva9EauMHFKwbdeNcEnqZs2NRd5
0xA9EB52b347BC76F95745A92dd1e1c3986BcB1E2C,2,37422.03742204,1620328926,"Thu, 06 May 2021 19:22:06 GMT",QmbM2Bp2yRtfH9xaoUidk3N6fBKTm7ikB3v1sHzMY6PtVE
0x288F3d3df1c719176F0F6e5549c2A3928d27d1c1,3,74844.07484407,1620328966,"Thu, 06 May 2021 19:22:46 GMT",QmQLt1HKGi9XV8m95Ct6CkDvm5v6ePL5qNmMcWE9xBTw3w
0x57C924fEb43e30a08233661F8782d10e378CD6f4,2,50000.000228009994,1620329097,"Thu, 06 May 2021 19:24:57 GMT",QmdZLLhKnFBuXXUcLGvrG8XPLJ1C12xJfMbMP1iiPsdBAj
0xBB8FB8fE5198f25D117C0e7B1b9C8260CB19C3C0,4,3949.39809823,1620329206,"Thu, 06 May 2021 19:26:46 GMT",QmRoUf7yQAkxCBb6ABJVs3yNhSQbAE6S36L8ihKw2LxjfH
0x915bEf8030c3F6e992522aB9Fb714FFE6c30156c,4,43444.97131981576,1620329405,"Thu, 06 May 2021 19:30:05 GMT",QmTXutvyDNwJ7rwBFX2oasXzkidvPDUqkLqx9HM5LJSt2p
0x6c4de74f5752960e991D7bf580fDE2cFc5E2CA59,4,126974.27622801,1620329482,"Thu, 06 May 2021 19:31:22 GMT",QmdubxrQ2KbvNAeSS4WnyWkqo6HfPTHxXYUnzGvsbegycv
0x2646D6217DCe074b9205a241D7dB6cb6BB662aC2,4,37422.03742204,1620329510,"Thu, 06 May 2021 19:31:50 GMT",QmdHr5wBxNEYE9Rh74EuJNf5ye6qYbQ62F4wkCKqmBDvs9
0xCC588013B9e4683519CCC3403a68E21F2d1744E1,3,46936.131139777666,1620329535,"Thu, 06 May 2021 19:32:15 GMT",QmPSCAMcYwEhiZweis7sQ2bfMuWL5F8XcXMGu8PnhEmJVx
0xF712f6FDC2f0385041e6Ad2F73774d7Cd8f2B278,3,37422.03742204,1620329581,"Thu, 06 May 2021 19:33:01 GMT",QmYyHbzcP3MARgfrrFbzCJTVkoqUYwiQ1tKDCtEGYNvmMU
0xB09861246e4149AFa18581449C0bb6D4F56bfee3,3,37422.03742204,1620329616,"Thu, 06 May 2021 19:33:36 GMT",QmUWcFPERoifGjbzzxePYjn74iFKKojvi7iX3vhUvZeAmL
0xED75012f14d89E87d2505AD6DBC0B8F591c660ea,4,37422.03742204,1620329702,"Thu, 06 May 2021 19:35:02 GMT",QmUMv9XpBrEWJ47W1tmywLZw5BGaARmMG7WgqSZTL1GVhg
0x81aA6141923Ea42fCAa763d9857418224d9b025a,4,40382.724822193544,1620330073,"Thu, 06 May 2021 19:41:13 GMT",QmdWFgEqA9cYg1dmTJWQfroZBqLAiMDkZqBDch7AkmazCe
0x4d26bc95C771d1d0a5c5E76297c8F53FfE5f6C19,4,37422.03742204,1620330105,"Thu, 06 May 2021 19:41:45 GMT",QmWVAZJ4fENXAtUGD2NmGBXGXv6KZxETsoV8L3cj7ARzBk
0x128e5625e15FdBA91d6CcB1AbDFdC62b5d152b4f,2,147552.71895037,1620330281,"Thu, 06 May 2021 19:44:41 GMT",QmQY91nmh4ebYHvfvrj2AjuDQruja8ZSgXLkJyyMUS9Tjy
0x970e2B0bbb3cC2708cF2de5a7D8c103B1220E759,4,37422.03742204,1620330503,"Thu, 06 May 2021 19:48:23 GMT",QmeqSCs3V7fGK3AnhGnBMKhs1ccFPkCGWuB7CocUSfvhbb
0xcDbB43A1BacB5Fe29ff895C7f79dC9dD0d536F71,4,126974.27622801,1620330811,"Thu, 06 May 2021 19:53:31 GMT",QmRKZW61upLCfs4tt7VnKfqR3pAmc98gwefkq4fV1aoBGG
0x18035bb5dCFf413940151CEA396C7aB230072E0b,3,37422.03742204,1620330846,"Thu, 06 May 2021 19:54:06 GMT",QmazShWqSGeEKod9wumPzkUDwQFp4Y9VhhDQJpRuTf77eo
0xB7948fb55ed4E87147192ADa644C2a5B6ee28Ff6,4,109233.82355887836,1620331114,"Thu, 06 May 2021 19:58:34 GMT",QmUFbBHM58HccLqAgBEfTSCSKg1LNxNixMwMArQ1cuywRQ
0x95eD4ab614cB893510266EeB9Afc5AbabeCc510a,4,89552.23880596999,1620331161,"Thu, 06 May 2021 19:59:21 GMT",QmdJ3fNKdYPMAzA9jXjknoBHVKFfxdAoSaZSfkJsj9hqHP
0x1AA963E68CFDE4dab1Df1E15E70B2BB4103c4848,1,37422.03742204,1620331338,"Thu, 06 May 2021 20:02:18 GMT",QmQNErQ5psCFHDbJNr9vFmwVMTB8zM9d8gx4ZhcbBXKdQa
0x54021E58aF1756dc70CE7034d7636De2D2f1fA74,1,130923.67432624,1620331422,"Thu, 06 May 2021 20:03:42 GMT",QmQVxzFy3tVMyrcoua2JQKfEGtKxoab5LhSZYJgryKwy7t
0xDDf48f62E07C2E9f689AE903255D090E9Bb9D725,4,132503.43356553,1620331449,"Thu, 06 May 2021 20:04:09 GMT",QmSc3o6hV8SNi57q9yTkDUQ1EGK8p82wnS7xVGDLvdeif2
0xfdA01B765eD17BD971e970A24C568513BAAc43ed,3,37422.03742204,1620331636,"Thu, 06 May 2021 20:07:16 GMT",QmTq9J9cTauRPp9o17GBWGdXPkfbNRMdrbun2y6CDW7wJ4
0x21b98f5698FD33d9cB58f6aB8d5ec58E803FCba2,4,41371.43552027,1620331654,"Thu, 06 May 2021 20:07:34 GMT",QmPFco2DaY8BtKSYSH5PJkrJewDTSirDA7EawkcXCiTyyq
0x6C0aff3a716292F37c79bc726964941f1D8eE819,3,35764.155847650014,1620331752,"Thu, 06 May 2021 20:09:12 GMT",QmYBV8Df8fAh4gHqyDCBLoKa7gcioBRo92eRpC4pqJAcXd
