address,choice,balance,timestamp,dateUtc,authorIpfsHash
0x14D92832265eeAFDEF9e526356FEfc90105966c3,1,7555.579362392238,1623198700,"Wed, 09 Jun 2021 00:31:40 GMT",QmRGcRLWGXZF3LHwYQxGdGWCMksnbVy4DiCvVjsiJh2t73
0x3995CB97dC38fd3fFc13E8D3Ece821B5dc06d861,1,5000,1623198703,"Wed, 09 Jun 2021 00:31:43 GMT",QmPmidGjRWdtYHSENnet2bqiPHfWhD4ATuamTd2B1FG1hz
0xcDbB43A1BacB5Fe29ff895C7f79dC9dD0d536F71,1,173389.74622801,1623198705,"Wed, 09 Jun 2021 00:31:45 GMT",QmZFcihNQjBi7g88qbq5KWmhBbwENYrQHAbxN3McAfUDhh
0xbe2909813f6F850af99C8b968febF6eb884F1454,1,52605.28742204,1623198714,"Wed, 09 Jun 2021 00:31:54 GMT",QmQSeMs9K2PEuEtr2d5HoBXUhuZgp2mgNb7GiDzfeVVCY4
0x06429327A1FF87eacbcc04976Cb246d3348FBffe,1,5000,1623198716,"Wed, 09 Jun 2021 00:31:56 GMT",QmXxDjR6i5XK9ULFX7xrm2fMmfNyBoSkeQNqtxhaV3E4i1
0x958cC3135f99dD1F1C75A437a110c525E1AdB79c,1,60027.32484407,1623198762,"Wed, 09 Jun 2021 00:32:42 GMT",Qma9dmP6qdzqLG5QoYGEK4zso4aYtzCEi5obVyiuC4zYzB
0x0d15D78142853bB2D5758830069c0FDd46B8064A,1,6996.4086096,1623198781,"Wed, 09 Jun 2021 00:33:01 GMT",QmUHkPrieQZ1hN4PUtjHBo68qLiGvecWJAAc7Sas6WJmVq
0x901f253Fc9FE429A3FbFb8a0A4a7280Fb2a78b4B,1,40000.155847650014,1623198789,"Wed, 09 Jun 2021 00:33:09 GMT",QmPnRcbwkgAJd4mTyYkvW2qKgeaemddv9RfgHNXWiBskX9
0x1A2Cfb4E1eD487c94621C4C8cd73889679D09631,1,5000,1623198795,"Wed, 09 Jun 2021 00:33:15 GMT",QmVstGsKrWspq32EewPt8XAhbqbhzJXQ3bd3sZKnzPsx4d
0xd550C6E9f6C63217CAb0aE3E8A14A63d43B2113b,1,1579.75923929,1623198799,"Wed, 09 Jun 2021 00:33:19 GMT",QmeLUuUBVQYagK7NidVj6eNQDFrZEnFM9vzRdD6EGXqHEf
0x2D1E7B6E6284409e16991dE76d2A82847a7d61C5,1,35000.19270275982,1623198805,"Wed, 09 Jun 2021 00:33:25 GMT",QmYZAk6EissbZXE6f7KQNexC8V4fd2A1CcQza7L9kVWC2G
