address,choice,balance,timestamp,dateUtc,authorIpfsHash
0xe742238845698542cB54A760328C99bcc20e6154,1,5689.452945293869,1626228098,"Wed, 14 Jul 2021 02:01:38 GMT",QmVGk8w9HjsnQvdkXavmjfNTRHkQM11WndMxkAK6Lg3qA7
0xa785c26A95a6CDfbE85edD71388a23854d441c36,3,914.59745433,1626228166,"Wed, 14 Jul 2021 02:02:46 GMT",QmasU4chqUtZuhkvHLtkGgYoBR167PvQbxKmxRA7vTC4e6
0xF1cAf10C5Fe421660e8fdF2c0CDaA0be68633B3e,3,56604.95841186093,1626228313,"Wed, 14 Jul 2021 02:05:13 GMT",QmUfKvEmKuNJnunTnSE89qUDXVi9RVeryHNWKtqutUDhLG
0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1,5,184969.5054673,1626228372,"Wed, 14 Jul 2021 02:06:12 GMT",QmWietgVvgk2fbvhyoRkboXTHQ9QhQYr1SK61r21NcSDXA
0x85Bb074c7cb5803AC452242fb9Dc04c4Aa6317aa,3,2369.63885894,1626228479,"Wed, 14 Jul 2021 02:07:59 GMT",QmWQX7afWZnNnay5C5eupZHU3YkVW4RiLma2TzKP5nYgEZ
0x5B2e0246e98FcE762Bc07ca7D5691Bc2820Bbed9,4,52605.28742204,1626228629,"Wed, 14 Jul 2021 02:10:29 GMT",QmPs9dYQBjsU3smH9JEW4K6eLGvkyX6HbgbLLoiM17o8zW
0xcDbB43A1BacB5Fe29ff895C7f79dC9dD0d536F71,4,168498.23922801,1626228648,"Wed, 14 Jul 2021 02:10:48 GMT",QmTFB82RwELMe4pVskXvxw9XM9GtYXkGrFiiyAUxEKpY2z
0x21b98f5698FD33d9cB58f6aB8d5ec58E803FCba2,3,97786.90552027,1626228753,"Wed, 14 Jul 2021 02:12:33 GMT",Qmbpa3AZX8AZ3PUQAsHqY4912oX9U2UR6kzsGQH5XTjZFC
0x1aa000E34290C1ce5caE1084cd46B1BcA04ba6f2,1,50243.28532178386,1626228791,"Wed, 14 Jul 2021 02:13:11 GMT",QmefVrjXLY1KoxXRRfeM5JNWqbnxvd6wqeVKiXZZBYAGP2
0x48C3932347586d9354553C3a4eE76858E34d0CAc,2,24595.016320199447,1626229022,"Wed, 14 Jul 2021 02:17:02 GMT",Qmd7fzyvmmTQNMRMGQPG2QAQffN2zMLt9QFTWABhoLXuzB
0x283D37E46f7817610fA03fE8ecE875a2897A8df9,3,206416.14432624,1626229112,"Wed, 14 Jul 2021 02:18:32 GMT",QmaoDXLKRcpftrxSJyTXshcSNTKnnW38uHKgo9udArBPPw
0x1745a3F232467511FC36B2480e8e7acF6A7aa7f0,4,1373776.34539982,1626229180,"Wed, 14 Jul 2021 02:19:40 GMT",QmUyK8nzNEd1xCxiZ4oUPVuahCYbAxA6sFDLHpbYW3Dewu
0x8a286B1BbFDdf7296c497e99d5900005a09831d2,4,35000,1626229388,"Wed, 14 Jul 2021 02:23:08 GMT",QmQQoy8MzLtP8V1yBKrwPs1J5zMxgMTNwuw3NjymYGwW4v
0xE29EcA6437dD8f39fAa01FA74B6eEA0178d3bf77,3,54899.18059623614,1626229395,"Wed, 14 Jul 2021 02:23:15 GMT",QmPVRraVam7zUHRK4iGk8dZwW7gzGAscLKiPnrampU1hqE
0xEEE5BcCE0acE416728C73a562Ec06e97B0ACE96A,3,35275.34862666706,1626229446,"Wed, 14 Jul 2021 02:24:06 GMT",QmVpNjygnKBcE1pBzKnd8bVQNBFoF657rBs5Fqu8FUGEcn
0xE4F97647eA9328b0E5d03C9907Fac7951aD78c65,4,52605.28742204,1626229593,"Wed, 14 Jul 2021 02:26:33 GMT",QmRF4JTrzAEMEwNKDQn1gyknpMFdRCZAZZ951iTPuFkiL7
0x5b3A4FD425Ae1Cc99C8caC9632161956728c9370,3,49.907,1626229601,"Wed, 14 Jul 2021 02:26:41 GMT",QmR6Uv5bhw7qhUkwrBhtAX5D4sDEyXW7r3dVSpwrWn14oe
