day,address,sum_balance
2021-05-04 15:19:59,0xa00c99f5f955552742f1089ded88abdc74e67bac,7898.79620
2021-05-04 15:21:25,0x505e20c0fb8252ca7ac21d54d5432eccd4f2d076,789.87962
2021-05-04 15:24:17,0x785b70b908e1458bdae818c03d7b8e6688b025e6,7898.79620
2021-05-04 15:25:43,0x5941fdbc87c8e155f6a8f7f6e87fc67e1256d305,849.66739
2021-05-04 15:32:29,0x6283511fc53c60c0a0a1848ac88ff46b5d2496ea,823.13771
2021-05-04 15:33:34,0x170ae47ba9b913c33f038aa011b5b83935e86091,3742.00000
2021-05-04 15:35:10,0x25f69f2dc64e42ed3f2ac2048c6fca410d9e4e5d,4328.13265
2021-05-04 15:36:36,0x170ae47ba9b913c33f038aa011b5b83935e86091,3491.79299
2021-05-04 15:36:36,0xbeba2eca7be9d766b42c446494ded9e1c3ee89bc,250.20701
2021-05-04 15:37:32,0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,1413.46879
2021-05-04 15:38:33,0x97d51c4fc0f7aa4416c5656a0dc21e61b9b4fb1b,3035.68827
2021-05-04 15:39:09,0x6d9aba400a2a487a5fb76c6d56518835553cd284,8314.52231
2021-05-04 15:41:11,0xc15792b8578fc26c10de7f88191ecff579151866,3741.53504
2021-05-04 15:42:21,0xc6a8f0f8379f06ca34f2f9a76864278105a6b2f3,789.87962
2021-05-04 15:42:44,0x6e8f26d35800ebb7678ac858866ec0e86ba7d1fc,7898.79620
2021-05-04 15:43:43,0x170ae47ba9b913c33f038aa011b5b83935e86091,4863.22851
2021-05-04 15:44:01,0x02d7bd2cb46d139d830276a1dde94b412d51293a,598.84452
2021-05-04 15:44:01,0x170ae47ba9b913c33f038aa011b5b83935e86091,4264.38399
2021-05-04 15:44:33,0xc7d0961e09ef783b02e951b3a0704236ae7cabb5,2393.99031
2021-05-04 15:45:49,0x170ae47ba9b913c33f038aa011b5b83935e86091,4764.38399
2021-05-04 15:45:49,0xc15792b8578fc26c10de7f88191ecff579151866,3241.53504
2021-05-04 15:47:01,0x02d7bd2cb46d139d830276a1dde94b412d51293a,1174.68856
2021-05-04 15:47:01,0x170ae47ba9b913c33f038aa011b5b83935e86091,4188.53995
2021-05-04 15:51:00,0x170ae47ba9b913c33f038aa011b5b83935e86091,4888.53995
2021-05-04 15:51:00,0xc15792b8578fc26c10de7f88191ecff579151866,2541.53504
2021-05-04 15:51:16,0x170ae47ba9b913c33f038aa011b5b83935e86091,4670.85738
2021-05-04 15:51:16,0xf2b26e605045b0d00be7b645c7b0d4f7d095b540,217.68257
2021-05-04 15:51:37,0x170ae47ba9b913c33f038aa011b5b83935e86091,3964.76582
2021-05-04 15:51:37,0x88f9f34414c741a0fd97feea05dff5daa3189e01,706.09156
2021-05-04 15:53:16,0x014208c7c3c4fc25ca755567ee8864742329efb5,405.57676
2021-05-04 15:53:16,0x170ae47ba9b913c33f038aa011b5b83935e86091,3559.18906
2021-05-04 15:54:03,0x170ae47ba9b913c33f038aa011b5b83935e86091,3334.05445
2021-05-04 15:54:03,0x484f67f862f1b451b14f5d791b853fd9e89c0bb0,225.13461
2021-05-04 15:54:11,0x170ae47ba9b913c33f038aa011b5b83935e86091,3834.05445
2021-05-04 15:54:11,0x1da158559f54d81b13dda7b9602cb5e09468ac09,1579.75924
2021-05-04 15:54:11,0xc15792b8578fc26c10de7f88191ecff579151866,2041.53504
2021-05-04 15:54:33,0x170ae47ba9b913c33f038aa011b5b83935e86091,3623.68089
2021-05-04 15:54:33,0xa5492cba0307542932507a874e85c7bb98ea3a8e,210.37356
2021-05-04 15:54:43,0x170ae47ba9b913c33f038aa011b5b83935e86091,4273.90288
2021-05-04 15:54:54,0x170ae47ba9b913c33f038aa011b5b83935e86091,3680.69180
2021-05-04 15:54:54,0x4d9b71626c9cb31856db4d5c0bdcff586e35ba7d,593.21108
2021-05-04 15:55:22,0x170ae47ba9b913c33f038aa011b5b83935e86091,4280.72922
2021-05-04 15:55:58,0x170ae47ba9b913c33f038aa011b5b83935e86091,3961.23197
2021-05-04 15:55:58,0x484f67f862f1b451b14f5d791b853fd9e89c0bb0,544.63186
2021-05-04 15:55:58,0x8015375a4f843489a78b9f54491ff7cba804ff22,831.45223
2021-05-04 15:56:11,0x170ae47ba9b913c33f038aa011b5b83935e86091,4561.23197
2021-05-04 15:57:24,0x2f54dc965fcf3149a6e4964565336a6caf5cfa10,827.18780
2021-05-04 16:00:20,0x63dae0946a44eeead00c8b30ec206fda63f7dfe1,9271.20714
2021-05-04 16:01:23,0x170ae47ba9b913c33f038aa011b5b83935e86091,5261.23197
2021-05-04 16:06:52,0x02d7bd2cb46d139d830276a1dde94b412d51293a,6409.30918
2021-05-04 16:07:49,0xcb114805b901f7a9c38d5675272ef26459a7d805,4508.98889
2021-05-04 16:10:15,0x839a1138aaf1be14bc3e1c151cf708dff1154c66,789.87962
2021-05-04 16:12:29,0x1da158559f54d81b13dda7b9602cb5e09468ac09,2369.63886
2021-05-04 16:12:34,0x170ae47ba9b913c33f038aa011b5b83935e86091,8936.74656
2021-05-04 16:12:34,0x69aaf1b6af42bc89a3900e38d68f3a5aa1b0c0c8,1580.87590
2021-05-04 16:13:51,0xa5800b25cae1120909d26d31a829a32203ff1609,789.87962
2021-05-04 16:15:52,0x170ae47ba9b913c33f038aa011b5b83935e86091,7776.19714
2021-05-04 16:15:52,0x88f9f34414c741a0fd97feea05dff5daa3189e01,1866.64098
2021-05-04 16:17:04,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,783.58209
2021-05-04 16:17:16,0x66c97dc031bb2f6ad421cef7b01de0ca2ae4fe64,7898.79620
2021-05-04 16:18:07,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,5464.38804
2021-05-04 16:22:56,0x6cdb0a4902c81e9c63de8c486f31e8d5ddc0a9f7,1637.80708
2021-05-04 16:27:51,0x221c2f9fe59f6d6dd569cb8fc94755e247afc309,229.13776
2021-05-04 16:29:06,0x170ae47ba9b913c33f038aa011b5b83935e86091,9986.67126
2021-05-04 16:29:06,0x221c2f9fe59f6d6dd569cb8fc94755e247afc309,1247.26783
2021-05-04 16:29:46,0x5ba0edfce3208250e6445c7ae875aec8502e6292,831.45223
2021-05-04 16:29:50,0x44ef7f1af1fb05ccc7141cd7a6bbf8e5bd341969,3949.39810
2021-05-04 16:30:01,0xa9bea5c0c25e4d02d56cbfe9a7564c3ccf599617,3755.96673
2021-05-04 16:30:24,0x8ed5003d47e6b8a7024ef9cee90403ed786b151e,2994.51016
2021-05-04 16:30:30,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1567.16418
2021-05-04 16:31:05,0x662d5d79849113a5403af776210307a7c82a5267,8314.52231
2021-05-04 16:31:09,0xb76e4a9932538bbad705d2936d0db755389cacff,500.00000
2021-05-04 16:31:30,0x3ec44a823e07555b5f889d8d954eec736eb5865b,6443.75479
2021-05-04 16:35:41,0x656b003aedc30d2ef61d6d111e2f7956e0ca88f1,3949.39810
2021-05-04 16:40:37,0x6fe9f4df83c368fa89af5f8c3696d30799b369cb,966.34108
2021-05-04 16:43:50,0x780f3308b5eeef72135f2843a90fe64cc0698fbb,7898.79620
2021-05-04 16:47:15,0xa1a7d8140ff73875f6fe7417751a714d47d23d98,3949.39810
2021-05-04 16:47:28,0xa7cc8da2a472612aeb25218a4fb9d995fa3472a6,4739.27772
2021-05-04 16:48:35,0x9ac9c636404c8d46d9eb966d7179983ba5a3941a,789.87962
2021-05-04 16:54:06,0xb3bf0e6a90f865514b8250000bc6f7b4df401c28,789.87962
2021-05-04 16:55:52,0x2ffa0bdcdbe9132b8a28db192a22d71c53da9287,928.99803
2021-05-04 16:55:52,0x326d0b7ea11d06f490650930d667e317a4c84b8f,2000.00000
2021-05-04 16:56:11,0x1e2519b271ad399a4b8c6baad63d9c8e64b0e04c,787.78661
2021-05-04 16:57:00,0x3187d3844eed9a4111f955a1ba8fa5ff9350298d,1403.80518
2021-05-04 16:57:20,0x49c233d25768e462f0474390f653baf40dd592b2,1184.81943
2021-05-04 16:58:47,0x93e459a7fa7886ce52993a48445646a1342f1bf0,3949.39810
2021-05-04 16:59:12,0x088873f2bf4490e7676536c261d96f47c78df56b,2491.86234
2021-05-04 16:59:42,0xc15792b8578fc26c10de7f88191ecff579151866,3960.18960
2021-05-04 16:59:50,0x8ebed0ff2b0232b0aedbfe6e9c0f72ac72577869,2705.90519
2021-05-04 17:05:15,0xdeebc0991989ff715aedbbf05f88a86a254b430c,8413.69521
2021-05-04 17:05:45,0xde9355770629d481c629c6a521d3617f914e3b77,791.30675
2021-05-04 17:05:59,0x34d4ecd77d6378ebdda1c62a38881e4587109181,823.13771
2021-05-04 17:06:39,0x4636650a4be0f6bfa226c31b537349e9d43df6c0,1518.02994
2021-05-04 17:08:14,0x1dc9ee19bc6ece2df030eb1f4f5d775e817d798d,5655.30330
2021-05-04 17:09:20,0xfac0475b677b54f72682e0ea633ffa1088110dcf,789.87962
2021-05-04 17:09:55,0x1b1e924a0a9c86a9023be9791bb81ecfb8cc4011,3846.61642
2021-05-04 17:09:55,0x3c25d9c966f5b9b56474d0d05c3ba337b134eaf6,831.75035
2021-05-04 17:09:55,0x8711ae1f332541209bc6109c2e7b9ae4a6c37e28,3949.39810
