direction,from_address,readable,entity_type,amount_display,timestamp_display,to_address,human_readable
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,374736.00000,2021-12-07 23:25:40,0x7dcb6c5779123176978f717f1f74d395d220ef88,Flipper Zone Multisig
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,11515.00000,2021-11-17 18:11:39,0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,10495.26132,2021-12-13 20:44:22,0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6666.59521,2021-12-13 20:49:59,0x1dad82d182e7cf42bc413ecc69b8fe45b3adeb10,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7941.00000,2021-11-17 18:11:39,0xafa6f7a00e089059db60268ad230af5e311c440c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,13405.18035,2021-12-13 20:44:22,0xafa6f7a00e089059db60268ad230af5e311c440c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,50000.00000,2022-01-05 16:19:58,0xafa6f7a00e089059db60268ad230af5e311c440c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1628.00000,2021-11-17 18:11:39,0x1aa963e68cfde4dab1df1e15e70b2bb4103c4848,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,11185.00000,2021-11-18 17:31:19,0x0409d28e409448e543c610b369ee7d2b58c15f57,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,12652.59751,2021-12-13 20:44:22,0x0409d28e409448e543c610b369ee7d2b58c15f57,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,3617.27089,2021-12-13 20:44:22,0x1aa963e68cfde4dab1df1e15e70b2bb4103c4848,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5896.00000,2021-11-17 18:11:39,0xe4f97647ea9328b0e5d03c9907fac7951ad78c65,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,883.00000,2021-11-18 17:32:44,0xaffc125bedceeb034110c1939426a3948791ef18,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1130.74887,2021-12-13 20:49:59,0xaffc125bedceeb034110c1939426a3948791ef18,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2759.88467,2021-12-13 20:49:59,0x6018887da486cdfed5baeebfbd1fbbb34f94c7ac,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6034.23329,2021-12-13 20:49:59,0x9fee1cb6bccac2cde8dfde4eb99cfe60e4805c87,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1080.35209,2021-12-14 19:47:45,0xdc1e9a21b7ed8dfb87c997e7d0405e2cfcfa8938,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,746.82057,2021-12-14 19:47:45,0x29d844c469745b99daa8979061bb57eab6bf54ef,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2495.85940,2021-12-13 20:44:22,0xf1961bde4da51c4e330460dce7af1014c458eceb,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,3549.00000,2021-11-18 17:31:19,0xde4636287944ca28f8390da22eb32fa6e36bad29,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5600.15434,2021-12-13 20:49:59,0x8d5e2b48378e9f46f531fb5ca18166ae80e8eb64,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,675000.00000,2021-11-18 17:32:44,0xbaa44b7707fabd05d7676358a09a1ba420a62123,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4416.63600,2021-12-13 20:44:22,0x6f3924e9158c74d344bf578a251bcc2ef41f8f50,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,630.80961,2021-12-14 19:47:45,0x4074fbeb67ca4e370cc04d2ec6789cc9a2d4358c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4182.00000,2021-11-17 18:11:39,0xdfa4a8f81f274eb5347365fa2e55a6584a8c861a,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2754.64667,2021-12-13 20:44:22,0xdfa4a8f81f274eb5347365fa2e55a6584a8c861a,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2197.18974,2021-12-13 20:49:59,0x26ea55f89084ecbb2843f978c1c92c86eda71d98,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2624.00000,2021-11-17 18:11:39,0xdb1f567573343d0f71bce512bf7042012bb608ae,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4379.00000,2021-11-17 18:11:39,0x51ec15594230ddf21a7ea5a4ac392bb8dbda527e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2171.00000,2021-11-18 17:31:19,0x818cf89054b3a5e03d4677b52982e8319d009194,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,358.90892,2021-12-14 19:53:23,0x56bdd976ca0609a02d2f9f416e28d26eef0228cd,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,471.29454,2021-12-14 19:47:45,0x3994537274f3ff3eefc413e0d669b05d6446d46b,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5610.87234,2021-12-13 20:49:59,0x15302ccc7ab1f41b5565d558579d48687df292c5,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5705.00000,2021-11-17 18:11:39,0xbbc3d8108069b10a5859a08f31d140b9f357f73f,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7182.78432,2021-12-13 20:44:22,0xbbc3d8108069b10a5859a08f31d140b9f357f73f,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,8619.00000,2021-11-18 17:31:19,0x68e707c4816cff7c4f52d7736e91a1fe52f6e2e8,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,746.82057,2021-12-14 19:47:45,0x7d13b39ec86e1669f69ea49dce1299ecda589f22,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,710.56715,2021-12-14 19:47:45,0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2438.00000,2021-11-18 17:31:19,0xbe2909813f6f850af99c8b968febf6eb884f1454,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1438.00000,2021-11-18 17:31:19,0x59bdfb381ca2080d0d042903e776d3dcb548050a,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,395.16234,2021-12-14 19:47:45,0xae6e334e9dc32bcc702386edcc3c35fe3998cb29,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7519.00000,2021-11-18 17:31:19,0x82c384fd188bfb22981b9922c67ae21a4493bf28,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7987.00000,2021-11-17 18:11:39,0xdfdf2d882d9ebce6c7eac3da9ab66cbfda263781,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2421.00000,2021-11-18 17:31:19,0xac19baabe85dd01b94fe1528c24a9472a4d9b583,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2299.01073,2021-12-13 20:49:59,0xac19baabe85dd01b94fe1528c24a9472a4d9b583,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,967.96647,2021-12-14 19:47:45,0xcd469fc1c4c1c041cd3fb5b5b90875d15a842c25,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,41334.00000,2021-11-18 17:31:19,0xf7c5a0a318960a961ae4a138403b25be10eb9cba,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7878.63452,2021-12-13 20:44:22,0xf7c5a0a318960a961ae4a138403b25be10eb9cba,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2450.00000,2021-11-17 18:11:39,0xd0725826354363075c66a0d3ed7b8b596824ccb3,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1330.50073,2021-12-14 19:47:45,0xc8bc5eb0817bee1ca3837560d9d345b998fb7529,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,722.00000,2021-11-18 17:32:44,0xee32ecf18a9d80c945509f7a096968ee6e3c9e8e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1155.00000,2021-11-18 17:32:44,0x144606aeab3e5e4544cdb2e5f89d9e988bb6ce77,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,9451.26814,2021-12-13 20:49:59,0x5505f7442fcbad24f65265c422f8a055993815c4,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7990.25508,2021-12-13 20:49:59,0x2d84cfb9cba0e8e4d7511a88cb7102a984fdb0ba,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,3908.11932,2021-12-14 19:47:45,0x150154a0d3728425d3d13573a77739f17ddb857d,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,467.66919,2021-12-14 19:47:45,0x21e3a931b6f747c45e25aa4bb28652c195530cab,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2186.47174,2021-12-13 20:49:59,0xc93bbd6b37893667bf1e100f7bd445e3044d72c9,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6355.77325,2021-12-13 20:49:59,0x11d9a6440a204e3cb8e80a031bec34c225629677,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,761.32194,2021-12-14 19:47:45,0x5852c445d06b85422f7b8534ecd7592859584c0c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,3618.09191,2021-12-14 19:47:45,0xb7e841b3cb8e7961088462b37e64438908942883,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,812.07674,2021-12-14 19:47:45,0xe9eeefe3b13f1d0f44553212bc3be114a248f552,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,25252.00000,2021-11-18 17:31:19,0x958c20a43f5206f186b0195ccb61acb724b2ee1e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,10794.30438,2021-12-13 20:44:22,0x958c20a43f5206f186b0195ccb61acb724b2ee1e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4876.70225,2021-12-13 20:44:22,0xd3c808920d8fccbebd181aae8d4fb2acd1a433cd,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,3180.00000,2021-11-17 18:11:39,0xaa52111a7613463a6d57862c965b8f601b78bc0a,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,8740.00000,2021-11-17 18:11:39,0xba7e9bb153f9c4c32903b721eb53b751e2c0bf12,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5400.02760,2021-12-13 20:44:22,0xba7e9bb153f9c4c32903b721eb53b751e2c0bf12,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,272.00000,2021-11-18 17:32:44,0xc7f4cdb175b1885e95b8f49ccbbd3f929ab7d1ba,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,830.20345,2021-12-14 19:47:45,0xf840a204bcc320e832f47ead5a73cf3238c41dbe,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,14211.00000,2021-11-18 17:31:19,0x9311d45341b284900711f9bc155ce2e381248c29,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,167.00000,2021-11-18 17:32:44,0x643b2391ae777b0df2610260788a7aeefd37fd92,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,358.90892,2021-12-14 19:53:23,0x5c4a002f498234a03598eee4b7cd2940f4b4497c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,9105.00000,2021-11-17 18:11:39,0x1aec250c13b1214c4b9935db3c8a7610fdaae8dd,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1414.70372,2021-12-13 20:44:22,0x1aec250c13b1214c4b9935db3c8a7610fdaae8dd,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5814.51431,2021-12-13 20:49:59,0xeba9717a3341e5750be43256c91ae068fdb01a27,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2227.00000,2021-11-18 17:31:19,0x61f1ec7720bf935e6dcc03ebcfd0e01774c563e2,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1296.87785,2021-12-13 20:49:59,0x61f1ec7720bf935e6dcc03ebcfd0e01774c563e2,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5080.00000,2021-11-17 18:11:39,0x8c126eb5ada6c61f5b48e9791d5d539576af87cb,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4485.64593,2021-12-13 20:44:22,0x8c126eb5ada6c61f5b48e9791d5d539576af87cb,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,339.00000,2021-11-18 17:32:44,0x39e856863e5f6f0654a0b87b12bc921da23d06bb,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,384.28632,2021-12-14 19:53:23,0x66d5c8cd7cdf80b40dd4b0ffdb5c664b17e14099,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1301.49799,2021-12-14 19:47:45,0xc97d7aad67a3608cdbfa7925ecbe9917de837847,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2893.00000,2021-11-18 17:31:19,0xbd7041c03b68467a55596f375c3e4bb716406a23,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2127.52275,2021-12-13 20:49:59,0xbd7041c03b68467a55596f375c3e4bb716406a23,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6098.54128,2021-12-13 20:49:59,0xc00fc2775cce5b61ffd6ec1eec0de0119f25dc87,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6215.00000,2021-11-17 18:11:39,0x1fbb06e5df7479be3b021cdea3271c61235ff1d5,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5802.58557,2021-12-13 20:44:22,0x1fbb06e5df7479be3b021cdea3271c61235ff1d5,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,16789.74502,2021-12-13 20:44:22,0x59794536300ef36420c9db14a91ca77eb4e4bbb3,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,8729.75709,2021-12-13 20:44:22,0xb90b3ce30fa58351f1fd19a6114ef287b169e6ec,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,9558.00000,2021-11-18 17:31:19,0xb464ca834796272e08dc6460940b281b046a2cee,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4244.32750,2021-12-13 20:49:59,0xb464ca834796272e08dc6460940b281b046a2cee,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,4013.25425,2021-12-14 19:47:45,0xd0b144ebc170a41fde54dc77fc94c78a23b20115,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6759.00000,2021-11-17 18:11:39,0x8090566ed10d13ed746ad15aa909325e1ffdc222,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7119.52521,2021-12-13 20:44:22,0x8090566ed10d13ed746ad15aa909325e1ffdc222,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2305.00000,2021-11-18 17:31:19,0x8c0d5cf17365df315b8d334eb5552be9f7ff3978,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1629.13581,2021-12-13 20:49:59,0x8c0d5cf17365df315b8d334eb5552be9f7ff3978,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,8188.55103,2021-12-13 20:49:59,0x1ab9b9c23863814574538dfb6ba3125e73e1be57,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1361.18584,2021-12-13 20:49:59,0x531bf2ee7050cad7ab1d2536de38185805f508cd,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,5466.17935,2021-12-13 20:49:59,0x5d29b68aafb22c491977eacf7dfb1661d2832555,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,12679.00000,2021-11-18 17:31:19,0xf9cc756f3692685189930d9d698df401432be2d6,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,12191.72356,2021-12-13 20:49:59,0xf9cc756f3692685189930d9d698df401432be2d6,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6702.00000,2021-11-17 18:11:39,0x500f736f569b801e12cbdd5d8116ea0717512520,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,528.00000,2021-11-18 17:32:44,0x24f7e1361c1d01da1048a2a478bbe312027257b4,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6406.42252,2021-12-13 20:44:22,0x500f736f569b801e12cbdd5d8116ea0717512520,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,373.41029,2021-12-14 19:53:23,0x961e229e59607b31d7a39dcf8fb908450e1cf945,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1907.80377,2021-12-13 20:49:59,0x26976c708cb88979c346dcc992a24edb8c3388ef,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1338.00000,2021-11-18 17:31:19,0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,10524.00000,2021-11-18 17:31:19,0xe8c77e0eabd6d8b2f54343152a8b213d3a42e54e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7502.59911,2021-12-13 20:49:59,0xe8c77e0eabd6d8b2f54343152a8b213d3a42e54e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,10235.00000,2021-11-17 18:11:39,0x5c78c72f8bfc013008955a3e7629e3df80b414c0,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6015.36621,2021-12-13 20:44:22,0x5c78c72f8bfc013008955a3e7629e3df80b414c0,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7954.00165,2021-12-13 20:49:59,0xfa483c6f280782714813c484ea05bab55e9f81ad,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1964.93569,2021-12-14 19:47:45,0x7091e3878f52e3dac87668a36d0ac31bd30b0988,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,6603.00000,2021-11-17 18:11:39,0x1cc214f8e3a9977c0019bab3ef8103db50c0ccf9,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,528.00000,2021-11-18 17:32:44,0x91564f0d22ef831f7eefbbde49ebc15705592240,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,7062.01693,2021-12-13 20:44:22,0x1cc214f8e3a9977c0019bab3ef8103db50c0ccf9,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1740.16445,2021-12-14 19:47:45,0xab0d1716f7bcb89516d8be6933a12bcfffd4d3d1,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1455.00000,2021-11-18 17:31:19,0x8a644d50f798ccc97c4bacf48dcf610f53b412b2,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,278.00000,2021-11-18 17:32:44,0x66300889afb808626498c28e3811bb9b06a014ad,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,11961.00000,2021-11-17 18:11:39,0x5fab3283fb108f23e0e77b342389e16de02a4146,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,10483.75966,2021-12-13 20:44:22,0x5fab3283fb108f23e0e77b342389e16de02a4146,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,23789.49811,2021-12-13 20:49:59,0x5b3a4fd425ae1cc99c8cac9632161956728c9370,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2653.75078,2021-12-14 19:47:45,0x237530cd90bfdb437965d5cd1cdf6b085941b106,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2080.94665,2021-12-14 19:47:45,0xbc72198d65075fdad2ca7b8db79eff5b51c8b30d,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2341.97132,2021-12-14 19:47:45,0xc0ac93abb5539769edac951d9ebd5bcbfb854b0f,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,9830.00000,2021-11-18 17:31:19,0x1ec1ccef3e1735bda3f4ba698e8a524aa7c93274,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,8386.83401,2021-12-13 20:49:59,0x1ec1ccef3e1735bda3f4ba698e8a524aa7c93274,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,16473.56406,2021-12-13 20:44:22,0x371a35309aa38add853af83e0c08a56045bab02c,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2421.00000,2021-11-18 17:31:19,0xa77aa7d63c75ab52db84af91e72e5ae638062cdf,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,1945.31677,2021-12-13 20:49:59,0x55a5f913ae82c43f1d63f338a304a0d1af0f3ac0,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,2668.25215,2021-12-14 19:47:45,0x4ba11a55ea45f72f8e5387a7a639c28ede07f7a3,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,989.71853,2021-12-14 19:47:45,0x9190174515c5de3910925cfc0b23cc7317e3a83e,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,23191.00000,2021-11-18 17:31:19,0x3cfd9c16d7b298d623d7160b1a2b56496402b9f0,
Out,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee,Grants Committee,18761.85679,2021-12-13 20:44:22,0x3cfd9c16d7b298d623d7160b1a2b56496402b9f0,
