direction,from_address,readable,entity_type,amount_display,timestamp_display,to_address,human_readable
In,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,Grants Committee,Grants Committee,11000000.00000,2021-07-05 20:52:40,0x12bd9048b419838e25046040dcd297ab16850280,Grants Committee
In,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,S1 Coordinape,Distribution,1000000.00000,2021-06-29 19:34:17,0x4e9a76b83f54fc06b133e5e23988785570ee77d4,S1 Coordinape
